id,nazev,typ,adresa1,adresa2,adresa3,PSC,obec,kraj,obor_kod,obor_nazev,obor_forma,obor_delka,obor_kapacita,okres
181007304,Střední škola,C00,Kolowratská 485,516 01 Rychnov nad Kněžnou,516 01 Rychnov nad Kněžnou,516 01,Rychnov nad Kněžnou,Královéhradecký kraj,7862C01,Praktická škola jednoletá,10,10,18,Rychnov nad Kněžnou
181031574,Střední škola,C00,Horská 160,Horní Staré Město,541 02 Trutnov,541 02,Trutnov,Královéhradecký kraj,7862C01,Praktická škola jednoletá,10,10,14,Trutnov
181045231,Střední škola,C00,Komenského 616,543 01 Vrchlabí,543 01 Vrchlabí,543 01,Vrchlabí,Královéhradecký kraj,7862C02,Praktická škola dvouletá,10,20,28,Trutnov
060154021,Střední škola,C00,Mládežnická 329,543 71 Hostinné,543 71 Hostinné,543 71,Hostinné,Královéhradecký kraj,3356E01,Truhlářská a čalounická výroba,10,30,42,Trutnov
049290274,Střední škola,C00,Obchodní 282,542 25 Janské Lázně,542 25 Janské Lázně,542 25,Janské Lázně,Královéhradecký kraj,6341M02,Obchodní akademie,10,40,70,Trutnov
108026761,Střední škola,C00,Přemyslova 479,544 01 Dvůr Králové nad Labem,544 01 Dvůr Králové nad Labem,544 01,Dvůr Králové nad Labem,Královéhradecký kraj,7862C02,Praktická škola dvouletá,10,20,48,Trutnov
110013638,Střední škola,C00,B. Smetany 474,543 71 Hostinné,543 71 Hostinné,543 71,Hostinné,Královéhradecký kraj,3667E02,Stavební práce,10,20,24,Trutnov
000175790,Střední škola,C00,Vocelova 1338/2,Pražské Předměstí,500 02 Hradec Králové,500 02,Hradec Králové,Královéhradecký kraj,2345M01,Dopravní prostředky,10,40,135,Hradec Králové
130001732,Střední škola,C00,Masarykovo náměstí 2,509 01 Nová Paka,509 01 Nová Paka,509 01,Nová Paka,Královéhradecký kraj,2951H01,Výrobce potravin,10,30,45,Jičín
110200403,Střední škola,C00,Školní 101,Vnitřní Město,541 01 Trutnov,541 01,Trutnov,Královéhradecký kraj,1820M01,Informační technologie,10,40,272,Trutnov
181064341,Střední škola,C00,Soudná 12,506 01 Jičín,506 01 Jičín,506 01,Jičín,Královéhradecký kraj,7862C01,Praktická škola jednoletá,10,10,10,Jičín
151014507,Střední škola,C00,17. listopadu 177,542 34 Malé Svatoňovice,542 34 Malé Svatoňovice,542 34,Malé Svatoňovice,Královéhradecký kraj,6842L51,Bezpečnostní služby,24,30,30,Trutnov
151014655,Střední škola,C00,Heldovo náměstí 231,503 46 Třebechovice pod Orebem,503 46 Třebechovice pod Orebem,503 46,Třebechovice pod Orebem,Královéhradecký kraj,6842L51,Bezpečnostní služby,22,30,180,Hradec Králové
151017891,Střední škola,C00,Pulická 695,518 01 Dobruška,518 01 Dobruška,518 01,Dobruška,Královéhradecký kraj,1820M01,Informační technologie,10,40,160,Rychnov nad Kněžnou
181127024,Střední škola,C00,Kollárova 456,509 01 Nová Paka,509 01 Nová Paka,509 01,Nová Paka,Královéhradecký kraj,3652H01,Instalatér,10,30,60,Jičín
