;id;nazev;typ;adresa1;adresa2;adresa3;PSC;obec;kraj;obor_kod;obor_nazev;obor_forma;obor_delka;obor_kapacita;okres;kod_okresu_a;kod_okresu_b;nazev_ulice;cislo_popisne;Zeměpisná šířka;Zeměpisná délka;kategorie
180;60115645;Střední škola;C00;Na Tobolce 389;Holínské Předměstí;506 01 Jičín;50601.0;Jičín;Královéhradecký kraj;6341M01;Ekonomika a podnikání;10;40;136.0;Jičín;CZ0522;40576;Na Tobolce;389;50.437871;15.346557;obchodní akademie a veřejnosprávní činnost
181;102266239;Střední škola;C00;Hradební 218;550 01 Broumov;550 01 Broumov;55001.0;Broumov;Královéhradecký kraj;7941K41;Gymnázium;10;40;124.0;Náchod;CZ0523;40584;Hradební;218;50.58509;16.330788;gymnázium
182;102266247;Střední škola;C00;Řezníčkova 451;547 01 Náchod;547 01 Náchod;54701.0;Náchod;Královéhradecký kraj;7941K41;Gymnázium;10;40;248.0;Náchod;CZ0523;40584;Řezníčkova;451;50.413576;16.160515;gymnázium
183;102266255;Střední škola;C00;Lužická 423;Pražské Předměstí;551 01 Jaroměř;55101.0;Jaroměř;Královéhradecký kraj;7941K41;Gymnázium;10;40;204.0;Náchod;CZ0523;40584;Lužická;423;50.350422;15.918756;gymnázium
184;108024148;Střední škola;C00;Smiřických 740;547 01 Náchod;547 01 Náchod;54701.0;Náchod;Královéhradecký kraj;6542M02;Cestovní ruch;10;40;120.0;Náchod;CZ0523;40584;Smiřických;740;50.420981;16.164732;odborné vzdělání s maturitou
185;60884762;Střední škola;C00;Pulická 779;518 01 Dobruška;518 01 Dobruška;51801.0;Dobruška;Královéhradecký kraj;7941K41;Gymnázium;10;40;136.0;Rychnov nad Kněžnou;CZ0524;40592;Pulická;779;50.294671;16.150089;gymnázium
186;60884703;Střední škola;C00;Hrdinů odboje 36;516 01 Rychnov nad Kněžnou;516 01 Rychnov nad Kněžnou;51601.0;Rychnov nad Kněžnou;Královéhradecký kraj;7941K41;Gymnázium;10;40;272.0;Rychnov nad Kněžnou;CZ0524;40592;Hrdinů odboje;36;50.162829;16.279089;gymnázium
187;60884690;Střední škola;C00;Komenského 873;517 41 Kostelec nad Orlicí;517 41 Kostelec nad Orlicí;51741.0;Kostelec nad Orlicí;Královéhradecký kraj;1601M01;Ekologie a životní prostředí;10;40;120.0;Rychnov nad Kněžnou;CZ0524;40592;Komenského;873;50.124614;16.206343;odborné vzdělání s maturitou
188;60884711;Střední škola;C00;Komenského 522;517 41 Kostelec nad Orlicí;517 41 Kostelec nad Orlicí;51741.0;Kostelec nad Orlicí;Královéhradecký kraj;1820M01;Informační technologie;10;40;128.0;Rychnov nad Kněžnou;CZ0524;40592;Komenského;522;50.124431;16.21015;informační technologie
189;60884746;Střední škola;C00;Čs. odboje 670;518 01 Dobruška;518 01 Dobruška;51801.0;Dobruška;Královéhradecký kraj;1820M01;Informační technologie;10;40;272.0;Rychnov nad Kněžnou;CZ0524;40592;Čs. odboje;670;50.288358;16.157928;informační technologie
190;60153393;Střední škola;C00;náměstí Odboje 304;544 01 Dvůr Králové nad Labem;544 01 Dvůr Králové nad Labem;54401.0;Dvůr Králové nad Labem;Královéhradecký kraj;7941K41;Gymnázium;10;40;136.0;Trutnov;CZ0525;40606;náměstí Odboje;304;50.430128;15.812336;gymnázium
191;60153237;Střední škola;C00;Jiráskovo náměstí 325;Střední Předměstí;541 01 Trutnov;54101.0;Trutnov;Královéhradecký kraj;7941K41;Gymnázium;10;40;280.0;Trutnov;CZ0525;40606;Jiráskovo náměstí;325;50.565482;15.916574;gymnázium
192;60153296;Střední škola;C00;Lesnická 9;Horní Předměstí;541 01 Trutnov;54101.0;Trutnov;Královéhradecký kraj;1601M01;Ekologie a životní prostředí;10;40;136.0;Trutnov;CZ0525;40606;Lesnická;9;50.558569;15.911954;odborné vzdělání s maturitou
193;110037791;Střední škola;C00;Elišky Krásnohorské 2069;544 01 Dvůr Králové nad Labem;544 01 Dvůr Králové nad Labem;54401.0;Dvůr Králové nad Labem;Královéhradecký kraj;1820M01;Informační technologie;10;40;150.0;Trutnov;CZ0525;40606;Elišky Krásnohorské;2069;50.435268;15.807429;informační technologie
194;102730148;Střední škola;C00;Československé armády 376;549 01 Nové Město nad Metují;549 01 Nové Město nad Metují;54901.0;Nové Město nad Metují;Královéhradecký kraj;1820M01;Informační technologie;10;40;120.0;Náchod;CZ0523;40584;Československé armády;376;50.351985;16.153225;informační technologie
195;49290274;Střední škola;C00;Obchodní 282;542 25 Janské Lázně;542 25 Janské Lázně;54225.0;Janské Lázně;Královéhradecký kraj;6341M02;Obchodní akademie;10;40;70.0;Trutnov;CZ0525;40606;Obchodní;282;50.632164;15.782811;obchodní akademie a veřejnosprávní činnost
196;175790;Střední škola;C00;Vocelova 1338/2;Pražské Předměstí;500 02 Hradec Králové;50002.0;Hradec Králové;Královéhradecký kraj;2345M01;Dopravní prostředky;10;40;135.0;Hradec Králové;CZ0521;40568;Vocelova;1338/2;50.21992;15.815829;odborné vzdělání s maturitou
197;110200403;Střední škola;C00;Školní 101;Vnitřní Město;541 01 Trutnov;54101.0;Trutnov;Královéhradecký kraj;1820M01;Informační technologie;10;40;272.0;Trutnov;CZ0525;40606;Školní;101;50.561709;15.913088;informační technologie
198;151017891;Střední škola;C00;Pulická 695;518 01 Dobruška;518 01 Dobruška;51801.0;Dobruška;Královéhradecký kraj;1820M01;Informační technologie;10;40;160.0;Rychnov nad Kněžnou;CZ0524;40592;Pulická;695;50.294529;16.145178;informační technologie
199;60884720;Střední škola;C00;U Stadionu 1166;516 01 Rychnov nad Kněžnou;516 01 Rychnov nad Kněžnou;51601.0;Rychnov nad Kněžnou;Královéhradecký kraj;2341M01;Strojírenství;10;40;264.0;Rychnov nad Kněžnou;CZ0524;40592;U Stadionu;1166;50.164864;16.279332;odborné vzdělání s maturitou
200;45978298;Střední škola;C00;Orlické nábřeží 356/1;500 03 Hradec Králové;500 03 Hradec Králové;50003.0;Hradec Králové;Královéhradecký kraj;7941K41;Gymnázium;10;40;150.0;Hradec Králové;CZ0521;40568;Orlické nábřeží;356/1;50.206313;15.83351;gymnázium
201;15037789;Střední škola;C00;Havlíčkova 812;542 32 Úpice;542 32 Úpice;54232.0;Úpice;Královéhradecký kraj;6843M001;Veřejnosprávní činnost;10;40;120.0;Trutnov;CZ0525;40606;Havlíčkova;812;50.508974;16.021488;obchodní akademie a veřejnosprávní činnost
202;181055660;Střední škola;C00;Blahoslavova 2105;508 01 Hořice;508 01 Hořice;50801.0;Hořice;Královéhradecký kraj;7941K41;Gymnázium;10;40;120.0;Jičín;CZ0522;40576;Blahoslavova;2105;50.361586;15.63044;gymnázium
203;102266271;Střední škola;C00;Pražská 931;547 01 Náchod;547 01 Náchod;54701.0;Náchod;Královéhradecký kraj;1820M01;Informační technologie;10;40;60.0;Náchod;CZ0523;40584;Pražská;931;50.412434;16.164565;informační technologie
204;110028881;Střední škola;C00;Hostovského 910;549 31 Hronov;549 31 Hronov;54931.0;Hronov;Královéhradecký kraj;2341M01;Strojírenství;10;40;123.0;Náchod;CZ0523;40584;Hostovského;910;50.475324;16.179061;odborné vzdělání s maturitou
205;102145598;Střední škola;C00;Žitavská 2969;470 06 Česká Lípa;470 06 Česká Lípa;47006.0;Česká Lípa;Liberecký kraj;7941K41;Gymnázium;10;40;240.0;Česká Lípa;CZ0511;40525;Žitavská;2969;50.695393;14.548397;gymnázium
206;102145580;Střední škola;C00;Letná 263;Mimoň IV;471 24 Mimoň;47124.0;Mimoň;Liberecký kraj;7941K41;Gymnázium;10;40;120.0;Česká Lípa;CZ0511;40525;Letná;263;50.666791;14.728923;gymnázium
207;102145776;Střední škola;C00;náměstí Osvobození 422/2;470 01 Česká Lípa;470 01 Česká Lípa;47001.0;Česká Lípa;Liberecký kraj;6341M02;Obchodní akademie;10;40;224.0;Česká Lípa;CZ0511;40525;náměstí Osvobození;422/2;50.686209;14.533861;obchodní akademie a veřejnosprávní činnost
208;102133883;Střední škola;C00;Havlíčkova 57;471 14 Kamenický Šenov;471 14 Kamenický Šenov;47114.0;Kamenický Šenov;Liberecký kraj;8241M01;Užitá malba;10;40;40.0;Česká Lípa;CZ0511;40525;Havlíčkova;57;50.773634;14.47086;odborné vzdělání s maturitou
209;102145571;Střední škola;C00;Havlíčkova 426/5;470 01 Česká Lípa;470 01 Česká Lípa;47001.0;Česká Lípa;Liberecký kraj;1820M01;Informační technologie;10;40;272.0;Česká Lípa;CZ0511;40525;Havlíčkova;426/5;50.687481;14.533515;informační technologie
210;108029174;Střední škola;C00;Pražská 3061;470 01 Česká Lípa;470 01 Česká Lípa;47001.0;Česká Lípa;Liberecký kraj;6341M01;Ekonomika a podnikání;10;40;104.0;Česká Lípa;CZ0511;40525;Pražská;3061;50.699844;14.538104;obchodní akademie a veřejnosprávní činnost
211;102133786;Střední škola;C00;28. října 2707;470 06 Česká Lípa;470 06 Česká Lípa;47006.0;Česká Lípa;Liberecký kraj;1601M01;Ekologie a životní prostředí;10;40;128.0;Česká Lípa;CZ0511;40525;28. října;2707;50.69012;14.543338;odborné vzdělání s maturitou
212;108028917;Střední škola;C00;Železničářská 2232;470 01 Česká Lípa;470 01 Česká Lípa;47001.0;Česká Lípa;Liberecký kraj;6341M01;Ekonomika a podnikání;10;40;240.0;Česká Lípa;CZ0511;40525;Železničářská;2232;50.692707;14.529606;obchodní akademie a veřejnosprávní činnost
213;81850;Střední škola;C00;Školní 305;468 41 Tanvald;468 41 Tanvald;46841.0;Tanvald;Liberecký kraj;7941K41;Gymnázium;10;40;120.0;Jablonec nad Nisou;CZ0512;40533;Školní;305;50.738231;15.305661;gymnázium
214;82121;Střední škola;C00;Smetanovo zátiší 470;468 22 Železný Brod;468 22 Železný Brod;46822.0;Železný Brod;Liberecký kraj;2844M01;Aplikovaná chemie;10;40;180.0;Jablonec nad Nisou;CZ0512;40533;Smetanovo zátiší;470;50.64257;15.251649;odborné vzdělání s maturitou
215;81841;Střední škola;C00;U Balvanu 764/16;466 01 Jablonec nad Nisou;466 01 Jablonec nad Nisou;46601.0;Jablonec nad Nisou;Liberecký kraj;7941K41;Gymnázium;10;40;256.0;Jablonec nad Nisou;CZ0512;40533;U Balvanu;764/16;50.720661;15.163244;gymnázium
216;107850214;Střední škola;C00;Belgická 4852;Rýnovice;466 05 Jablonec nad Nisou;46605.0;Jablonec nad Nisou;Liberecký kraj;2341M01;Strojírenství;10;40;240.0;Jablonec nad Nisou;CZ0512;40533;Belgická;4852;50.741039;15.143812;odborné vzdělání s maturitou
217;108030482;Střední škola;C00;Broumovská 839/5;Liberec VI-Rochlice;460 06 Liberec;46006.0;Liberec;Liberecký kraj;6341M02;Obchodní akademie;10;40;120.0;Liberec;CZ0513;40541;Broumovská;839/5;50.76046;15.067595;obchodní akademie a veřejnosprávní činnost
218;108030598;Střední škola;C00;Sokolovská 328/17;Liberec XIII-Nové Pavlovice;460 01 Liberec;46001.0;Liberec;Liberecký kraj;7941K41;Gymnázium;10;40;120.0;Liberec;CZ0513;40541;Sokolovská;328/17;50.782368;15.05795;gymnázium
219;110028554;Střední škola;C00;Dr. Milady Horákové 447/60;Liberec VII-Horní Růžodol;460 07 Liberec;46007.0;Liberec;Liberecký kraj;6843M01;Veřejnosprávní činnost;10;40;500.0;Liberec;CZ0513;40541;Dr. Milady Horákové;447/60;50.75661;15.056578;obchodní akademie a veřejnosprávní činnost
220;81868;Střední škola;C00;Partyzánská 530/3;Liberec XI-Růžodol I;460 01 Liberec;46001.0;Liberec;Liberecký kraj;7941K41;Gymnázium;10;40;396.0;Liberec;CZ0513;40541;Partyzánská;530/3;50.771089;15.034605;gymnázium
221;82139;Střední škola;C00;nám. Sokolovské 264/14;Liberec I-Staré Město;460 01 Liberec;46001.0;Liberec;Liberecký kraj;3646M01;Geodézie a katastr nemovitostí;10;40;30.0;Liberec;CZ0513;40541;nám. Sokolovské;264/14;50.771186;15.054845;odborné vzdělání s maturitou
222;82252;Střední škola;C00;Šamánkova 500/8;Liberec I-Staré Město;460 01 Liberec;46001.0;Liberec;Liberecký kraj;6341M02;Obchodní akademie;10;40;265.0;Liberec;CZ0513;40541;Šamánkova;500/8;50.772834;15.062534;obchodní akademie a veřejnosprávní činnost
223;392642;Střední škola;C00;Jeronýmova 425/27;Liberec VII-Horní Růžodol;460 07 Liberec;46007.0;Liberec;Liberecký kraj;7531M01;Předškolní a mimoškolní pedagogika;10;40;128.0;Liberec;CZ0513;40541;Jeronýmova;425/27;50.75411;15.04538;odborné vzdělání s maturitou
224;107850389;Střední škola;C00;Horská 167;Liberec XVII-Kateřinky;460 14 Liberec;46014.0;Liberec;Liberecký kraj;8241M07;Modelářství a návrhářství oděvů;10;40;100.0;Liberec;CZ0513;40541;Horská;167;50.797638;15.099006;odborné vzdělání s maturitou
225;82155;Střední škola;C00;Tyršova 82/1;Liberec V-Kristiánov;460 05 Liberec;46005.0;Liberec;Liberecký kraj;3141M004;Textilní výroba a podnikatelství;10;40;120.0;Liberec;CZ0513;40541;Tyršova;82/1;50.767754;15.06537;odborné vzdělání s maturitou
226;102000930;Střední škola;C00;Horská 167;Liberec XVII-Kateřinky;460 14 Liberec;46014.0;Liberec;Liberecký kraj;8241M11;Design interiéru;10;40;120.0;Liberec;CZ0513;40541;Horská;167;50.797638;15.099006;odborné vzdělání s maturitou
227;107850532;Střední škola;C00;Bělíkova 1387;464 01 Frýdlant;464 01 Frýdlant;46401.0;Frýdlant;Liberecký kraj;1601M002;Ochrana přírody a prostředí;10;40;120.0;Liberec;CZ0513;40541;Bělíkova;1387;50.917915;15.089451;odborné vzdělání s maturitou
228;108030717;Střední škola;C00;Sladovnická 309;Liberec XXX-Vratislavice nad Nisou;463 11 Liberec;46311.0;Liberec;Liberecký kraj;8241M007;Propagační výtvarnictví - propagační grafika;10;40;100.0;Liberec;CZ0513;40541;Sladovnická;309;50.756799;15.084854;odborné vzdělání s maturitou
229;102454311;Střední škola;C00;Jana Palacha 804;511 01 Turnov;511 01 Turnov;51101.0;Turnov;Liberecký kraj;7941K41;Gymnázium;10;40;150.0;Semily;CZ0514;40550;Jana Palacha;804;50.583598;15.156684;gymnázium
230;102454345;Střední škola;C00;Skálova 373;511 01 Turnov;511 01 Turnov;51101.0;Turnov;Liberecký kraj;8241M06;Výtvarné zpracování kovů a drahých kamenů;10;40;240.0;Semily;CZ0514;40550;Skálova;373;50.590845;15.16128;odborné vzdělání s maturitou
231;102454302;Střední škola;C00;Nad Špejcharem 574;513 01 Semily;513 01 Semily;51301.0;Semily;Liberecký kraj;7941K41;Gymnázium;10;40;130.0;Semily;CZ0514;40550;Nad Špejcharem;574;50.605862;15.334814;gymnázium
232;102047723;Střední škola;C00;Horní náměstí 800/1;466 01 Jablonec nad Nisou;466 01 Jablonec nad Nisou;46601.0;Jablonec nad Nisou;Liberecký kraj;8241M05;Grafický design;10;40;33.0;Jablonec nad Nisou;CZ0512;40533;Horní náměstí;800/1;50.725549;15.170419;odborné vzdělání s maturitou
233;82244;Střední škola;C00;Horní náměstí 1200/15;466 01 Jablonec nad Nisou;466 01 Jablonec nad Nisou;46601.0;Jablonec nad Nisou;Liberecký kraj;6341M02;Obchodní akademie;10;40;390.0;Jablonec nad Nisou;CZ0512;40533;Horní náměstí;1200/15;50.725386;15.171101;obchodní akademie a veřejnosprávní činnost
234;82147;Střední škola;C00;Masarykova 460/3;Liberec I-Staré Město;460 01 Liberec;46001.0;Liberec;Liberecký kraj;1820M01;Informační technologie;10;40;256.0;Liberec;CZ0513;40541;Masarykova;460/3;50.773365;15.06489;informační technologie
235;151025886;Střední škola;C00;Jana Žižky 375;Podmoklice;513 01 Semily;51301.0;Semily;Liberecký kraj;7842M004;Waldorfské lyceum;10;40;120.0;Semily;CZ0514;40550;Jana Žižky;375;50.605664;15.325728;odborné vzdělání s maturitou
236;130002089;Střední škola;C00;Na Bojišti 759/15;Liberec III-Jeřáb;460 07 Liberec;46007.0;Liberec;Liberecký kraj;2345M01;Dopravní prostředky;10;40;120.0;Liberec;CZ0513;40541;Na Bojišti;759/15;50.75955;15.039695;odborné vzdělání s maturitou
237;107850451;Střední škola;C00;Truhlářská 360/3;Liberec II-Nové Město;460 01 Liberec;46001.0;Liberec;Liberecký kraj;2345L01;Mechanik seřizovač;10;40;240.0;Liberec;CZ0513;40541;Truhlářská;360/3;50.769247;15.048405;odborné vzdělání s odborným výcvikem a maturitou
238;391107;Střední škola;C00;Dr. Randy 4096/13;466 01 Jablonec nad Nisou;466 01 Jablonec nad Nisou;46601.0;Jablonec nad Nisou;Liberecký kraj;7941K41;Gymnázium;10;40;120.0;Jablonec nad Nisou;CZ0512;40533;Dr. Randy;4096/13;50.728882;15.16553;gymnázium
239;102454299;Střední škola;C00;Tkalcovská 460;514 01 Jilemnice;514 01 Jilemnice;51401.0;Jilemnice;Liberecký kraj;1820M01;Informační technologie;10;40;120.0;Semily;CZ0514;40550;Tkalcovská;460;50.606071;15.505879;informační technologie
240;108036421;Střední škola;C00;Zborovská 519;511 01 Turnov;511 01 Turnov;51101.0;Turnov;Liberecký kraj;2341M01;Strojírenství;10;40;120.0;Semily;CZ0514;40550;Zborovská;519;50.59384;15.163232;odborné vzdělání s maturitou
241;601349;Střední škola;C00;Smetanův okruh 19/2;Pod Bezručovým vrchem;794 01 Krnov;79401.0;Krnov;Moravskoslezský kraj;7941K41;Gymnázium;10;40;240.0;Bruntál;CZ0801;40860;Smetanův okruh;19/2;50.089925;17.700131;gymnázium
242;601357;Střední škola;C00;Dukelská 1423/1;792 01 Bruntál;792 01 Bruntál;79201.0;Bruntál;Moravskoslezský kraj;7941K41;Gymnázium;10;40;275.0;Bruntál;CZ0801;40860;Dukelská;1423/1;49.989868;17.462559;gymnázium
243;108012484;Střední škola;C00;Revoluční 973/54;Pod Bezručovým vrchem;794 01 Krnov;79401.0;Krnov;Moravskoslezský kraj;8241M11;Design interiéru;10;40;30.0;Bruntál;CZ0801;40860;Revoluční;973/54;50.088449;17.690782;odborné vzdělání s maturitou
244;601292;Střední škola;C00;Jiráskova 841/1a;Pod Bezručovým vrchem;794 01 Krnov;79401.0;Krnov;Moravskoslezský kraj;5341M01;Zdravotnický asistent;10;40;170.0;Bruntál;CZ0801;40860;Jiráskova;841/1a;50.092105;17.694836;odborné vzdělání s maturitou
245;107880351;Střední škola;C00;Soukenická 2458/21C;Pod Bezručovým vrchem;794 01 Krnov;79401.0;Krnov;Moravskoslezský kraj;1820M01;Informační technologie;10;40;128.0;Bruntál;CZ0801;40860;Soukenická;2458/21C;50.089595;17.709364;informační technologie
246;601322;Střední škola;C00;Kavalcova 814/1;792 01 Bruntál;792 01 Bruntál;79201.0;Bruntál;Moravskoslezský kraj;1820M01;Informační technologie;10;40;240.0;Bruntál;CZ0801;40860;Kavalcova;814/1;49.992015;17.462892;informační technologie
247;846881;Střední škola;C00;Cihelní 410;Frýdek;738 01 Frýdek-Místek;73801.0;Frýdek-Místek;Moravskoslezský kraj;6843M01;Veřejnosprávní činnost;10;40;270.0;Frýdek-Místek;CZ0802;40878;Cihelní;410;49.685369;18.361329;obchodní akademie a veřejnosprávní činnost
248;601403;Střední škola;C00;Nám. T. G. Masaryka 1260;Frýdlant;739 11 Frýdlant nad Ostravicí;73911.0;Frýdlant nad Ostravicí;Moravskoslezský kraj;7941K41;Gymnázium;10;40;180.0;Frýdek-Místek;CZ0802;40878;Nám. T. G. Masaryka;1260;49.592934;18.354494;gymnázium
249;601390;Střední škola;C00;Komenského 713 (-);Staré Město;739 61 Třinec;73961.0;Třinec;Moravskoslezský kraj;7941K41;Gymnázium;10;40;250.0;Frýdek-Místek;CZ0802;40878;Komenského;713 (-);49.673189;18.674576;gymnázium
250;601381;Střední škola;C00;28. října 1598;Místek;738 01 Frýdek-Místek;73801.0;Frýdek-Místek;Moravskoslezský kraj;1820M01;Informační technologie;10;40;240.0;Frýdek-Místek;CZ0802;40878;28. října;1598;49.673029;18.347881;informační technologie
251;45235708;Střední škola;C00;Československé armády 2502;Místek;738 01 Frýdek-Místek;73801.0;Frýdek-Místek;Moravskoslezský kraj;8241M05;Grafický design;10;40;120.0;Frýdek-Místek;CZ0802;40878;Československé armády;2502;49.673423;18.339713;odborné vzdělání s maturitou
252;110012291;Střední škola;C00;Beskydská 1140;Lyžbice;739 61 Třinec;73961.0;Třinec;Moravskoslezský kraj;1820M01;Informační technologie;10;40;120.0;Frýdek-Místek;CZ0802;40878;Beskydská;1140;49.661975;18.672891;informační technologie
253;45235686;Střední škola;C00;Československé armády 482;Místek;738 01 Frýdek-Místek;73801.0;Frýdek-Místek;Moravskoslezský kraj;6341M01;Ekonomika a podnikání;10;40;220.0;Frýdek-Místek;CZ0802;40878;Československé armády;482;49.673271;18.339332;obchodní akademie a veřejnosprávní činnost
254;49562339;Střední škola;C00;Mjr. Nováka 1455/34;Hrabůvka;700 30 Ostrava;70030.0;Ostrava;Moravskoslezský kraj;7941K41;Gymnázium;10;40;160.0;Ostrava-město;CZ0806;40916;Mjr. Nováka;1455/34;49.780396;18.266906;gymnázium
255;60784024;Střední škola;C00;Pionýrů 2069;Místek;738 01 Frýdek-Místek;73801.0;Frýdek-Místek;Moravskoslezský kraj;1820M01;Informační technologie;10;40;240.0;Frýdek-Místek;CZ0802;40878;Pionýrů;2069;49.682799;18.341181;informační technologie
256;60801743;Střední škola;C00;tř. T. G. Masaryka 456;Frýdek;738 01 Frýdek-Místek;73801.0;Frýdek-Místek;Moravskoslezský kraj;6843M01;Veřejnosprávní činnost;10;40;116.0;Frýdek-Místek;CZ0802;40878;tř. T. G. Masaryka;456;49.684211;18.354665;obchodní akademie a veřejnosprávní činnost
257;60058871;Střední škola;C00;Cihelní 410;Frýdek;738 01 Frýdek-Místek;73801.0;Frýdek-Místek;Moravskoslezský kraj;7941K41;Gymnázium;10;40;200.0;Frýdek-Místek;CZ0802;40878;Cihelní;410;49.685369;18.361329;gymnázium
258;601527;Střední škola;C00;Jana Palacha 794;Nový Bohumín;735 81 Bohumín;73581.0;Bohumín;Moravskoslezský kraj;7941K41;Gymnázium;10;40;240.0;Karviná;CZ0803;40886;Jana Palacha;794;49.905842;18.363019;gymnázium
259;601578;Střední škola;C00;Frýdecká 689/30;737 01 Český Těšín;737 01 Český Těšín;73701.0;Český Těšín;Moravskoslezský kraj;7941K41;Gymnázium;10;40;528.0;Karviná;CZ0803;40886;Frýdecká;689/30;49.742051;18.615514;gymnázium
260;601543;Střední škola;C00;J. A. Komenského 328/2;Město;736 01 Havířov;73601.0;Havířov;Moravskoslezský kraj;7941K41;Gymnázium;10;40;400.0;Karviná;CZ0803;40886;J. A. Komenského;328/2;49.785483;18.425015;gymnázium
261;601535;Střední škola;C00;Mírová 1442/2;Nové Město;735 06 Karviná;73506.0;Karviná;Moravskoslezský kraj;7941K41;Gymnázium;10;40;400.0;Karviná;CZ0803;40886;Mírová;1442/2;49.864174;18.52999;gymnázium
262;601560;Střední škola;C00;Havlíčkova 213/13;737 01 Český Těšín;737 01 Český Těšín;73701.0;Český Těšín;Moravskoslezský kraj;7941K41;Gymnázium;10;40;540.0;Karviná;CZ0803;40886;Havlíčkova;213/13;49.74392;18.625705;gymnázium
263;107880245;Střední škola;C00;Sýkorova 613/1;Šumbark;736 01 Havířov;73601.0;Havířov;Moravskoslezský kraj;2344L01;Mechanik strojů a zařízení;10;40;120.0;Karviná;CZ0803;40886;Sýkorova;613/1;49.795148;18.409105;odborné vzdělání s odborným výcvikem a maturitou
264;601519;Střední škola;C00;Masarykova třída 1313;Lutyně;735 14 Orlová;73514.0;Orlová;Moravskoslezský kraj;1820M01;Informační technologie;10;40;120.0;Karviná;CZ0803;40886;Masarykova třída;1313;49.872466;18.425006;informační technologie
265;601489;Střední škola;C00;Kollárova 1308/2;Podlesí;736 01 Havířov;73601.0;Havířov;Moravskoslezský kraj;3647M01;Stavebnictví;10;40;360.0;Karviná;CZ0803;40886;Kollárova;1308/2;49.771856;18.450128;odborné vzdělání s maturitou
266;601501;Střední škola;C00;Makarenkova 513/1;Město;736 01 Havířov;73601.0;Havířov;Moravskoslezský kraj;1820M01;Informační technologie;10;40;270.0;Karviná;CZ0803;40886;Makarenkova;513/1;49.779841;18.438269;informační technologie
267;60784733;Střední škola;C00;Energetiků 144;Lutyně;735 14 Orlová;73514.0;Orlová;Moravskoslezský kraj;1820M01;Informační technologie;10;40;131.0;Karviná;CZ0803;40886;Energetiků;144;49.876679;18.428165;informační technologie
268;45162654;Střední škola;C00;Michálkovická 1810/181;Slezská Ostrava;710 00 Ostrava;71000.0;Ostrava;Moravskoslezský kraj;6341M004;Obchodní akademie;10;40;120.0;Ostrava-město;CZ0806;40916;Michálkovická;1810/181;49.844047;18.315306;obchodní akademie a veřejnosprávní činnost
269;60337320;Střední škola;C00;Sokola-Tůmy 402/12;737 01 Český Těšín;737 01 Český Těšín;73701.0;Český Těšín;Moravskoslezský kraj;6341M02;Obchodní akademie;10;40;465.0;Karviná;CZ0803;40886;Sokola-Tůmy;402/12;49.748086;18.622334;obchodní akademie a veřejnosprávní činnost
270;46580336;Střední škola;C00;Leonovova 1795/3;Hranice;733 01 Karviná;73301.0;Karviná;Moravskoslezský kraj;6341M02;Obchodní akademie;10;40;270.0;Karviná;CZ0803;40886;Leonovova;1795/3;49.864663;18.550933;obchodní akademie a veřejnosprávní činnost
271;110025172;Střední škola;C00;č.p. 570;735 72 Petrovice u Karviné;735 72 Petrovice u Karviné;73572.0;Petrovice u Karviné;Moravskoslezský kraj;2344L01;Mechanik strojů a zařízení;10;40;130.0;Karviná;CZ0803;40886;Petrovice u Karviné;570;49.89419;18.533794;odborné vzdělání s odborným výcvikem a maturitou
272;41691202;Střední škola;C00;Tajovského 1661/2d;Podlesí;736 01 Havířov;73601.0;Havířov;Moravskoslezský kraj;6341M02;Obchodní akademie;10;40;191.0;Karviná;CZ0803;40886;Tajovského;1661/2d;49.77677;18.453665;obchodní akademie a veřejnosprávní činnost
273;601497;Střední škola;C00;Žižkova 1818/1a;Hranice;733 01 Karviná;73301.0;Karviná;Moravskoslezský kraj;1820M01;Informační technologie;10;40;120.0;Karviná;CZ0803;40886;Žižkova;1818/1a;49.861918;18.550141;informační technologie
274;601551;Střední škola;C00;Studentská 1198/11;Podlesí;736 01 Havířov;73601.0;Havířov;Moravskoslezský kraj;7941K41;Gymnázium;10;40;396.0;Karviná;CZ0803;40886;Studentská;1198/11;49.775819;18.460232;gymnázium
275;102244952;Střední škola;C00;Jičínská 528;742 58 Příbor;742 58 Příbor;74258.0;Příbor;Moravskoslezský kraj;7941K41;Gymnázium;10;40;256.0;Nový Jičín;CZ0804;40894;Jičínská;528;49.640341;18.140337;gymnázium
276;102244944;Střední škola;C00;Křižíkova 1258;744 01 Frenštát pod Radhoštěm;744 01 Frenštát pod Radhoštěm;74401.0;Frenštát pod Radhoštěm;Moravskoslezský kraj;1820M01;Informační technologie;10;40;240.0;Nový Jičín;CZ0804;40894;Křižíkova;1258;49.543743;18.206345;informační technologie
277;102244936;Střední škola;C00;17. listopadu 526/18;743 01 Bílovec;743 01 Bílovec;74301.0;Bílovec;Moravskoslezský kraj;7941K41;Gymnázium;10;40;280.0;Nový Jičín;CZ0804;40894;17. listopadu;526/18;49.75931;18.018949;gymnázium
278;107880377;Střední škola;C00;Husova 1302/11;742 21 Kopřivnice;742 21 Kopřivnice;74221.0;Kopřivnice;Moravskoslezský kraj;2341M01;Strojírenství;10;40;240.0;Nový Jičín;CZ0804;40894;Husova;1302/11;49.589667;18.153092;odborné vzdělání s maturitou
