id,nazev,typ,adresa1,adresa2,adresa3,PSC,obec,kraj,obor_kod,obor_nazev,obor_forma,obor_delka,obor_kapacita,okres
108019578,Střední škola,C00,Koněvova 100,Bohosudov,417 42 Krupka,417 42,Krupka,Ústecký kraj,7941K41,Gymnázium,10,40,100,Teplice
047274719,Střední škola,C00,T. G. Masaryka 580,407 77 Šluknov,407 77 Šluknov,407 77,Šluknov,Ústecký kraj,1601M002,Ochrana přírody a prostředí,10,40,100,Děčín
110017919,Střední škola,C00,Střelecká 1800,407 47 Varnsdorf,407 47 Varnsdorf,407 47,Varnsdorf,Ústecký kraj,7941K81,Gymnázium,10,80,320,Děčín
047274611,Střední škola,C00,Komenského nám. 520/2,Děčín I-Děčín,405 02 Děčín,405 02,Děčín,Ústecký kraj,6341M02,Obchodní akademie,10,40,420,Děčín
000497029,Střední škola,C00,Jiříkovská 840/4,Rumburk 1,408 01 Rumburk,408 01,Rumburk,Ústecký kraj,3441M01,Polygrafie,10,40,60,Děčín
047274620,Střední škola,C00,Komenského nám. 340/4,Děčín I-Děčín,405 02 Děčín,405 02,Děčín,Ústecký kraj,7941K41,Gymnázium,10,40,300,Děčín
018383874,Střední škola,C00,Bratislavská 2166,407 47 Varnsdorf,407 47 Varnsdorf,407 47,Varnsdorf,Ústecký kraj,1820M01,Informační technologie,10,40,440,Děčín
047274654,Střední škola,C00,Českolipská 123,Děčín XXVII-Březiny,405 02 Děčín,405 02,Děčín,Ústecký kraj,4141M01,Agropodnikání,10,40,120,Děčín
047274603,Střední škola,C00,Komenského 1130/10,Rumburk 1,408 01 Rumburk,408 01,Rumburk,Ústecký kraj,7941K41,Gymnázium,10,40,210,Děčín
000081825,Střední škola,C00,Mostecká 3000,430 01 Chomutov,430 01 Chomutov,430 01,Chomutov,Ústecký kraj,7941K41,Gymnázium,10,40,380,Chomutov
000081833,Střední škola,C00,5. května 620,432 01 Kadaň,432 01 Kadaň,432 01,Kadaň,Ústecký kraj,7941K401,Gymnázium - všeobecné,10,40,150,Chomutov
000082104,Střední škola,C00,Komenského 562,432 01 Kadaň,432 01 Kadaň,432 01,Kadaň,Ústecký kraj,3645M01,Technická zařízení budov,10,40,120,Chomutov
108030091,Střední škola,C00,Chomutovská 459,431 51 Klášterec nad Ohří,431 51 Klášterec nad Ohří,431 51,Klášterec nad Ohří,Ústecký kraj,7541M01,Sociální činnost,10,40,120,Chomutov
107850079,Střední škola,C00,Pražská 702/10,430 01 Chomutov,430 01 Chomutov,430 01,Chomutov,Ústecký kraj,2345L01,Mechanik seřizovač,10,40,240,Chomutov
000082015,Střední škola,C00,Komenského 754/3,Předměstí,412 01 Litoměřice,412 01,Litoměřice,Ústecký kraj,1820M01,Informační technologie,10,40,120,Litoměřice
108043690,Střední škola,C00,Palackého 730/1,Předměstí,412 01 Litoměřice,412 01,Litoměřice,Ústecký kraj,6341M01,Ekonomika a podnikání,10,40,100,Litoměřice
110013204,Střední škola,C00,Máchovy schody 13/4,Litoměřice-Město,412 01 Litoměřice,412 01,Litoměřice,Ústecký kraj,1820M01,Informační technologie,10,40,100,Litoměřice
108043738,Střední škola,C00,Jarošova 494/23,Předměstí,412 01 Litoměřice,412 01,Litoměřice,Ústecký kraj,3356H01,Truhlář,10,30,90,Litoměřice
107850541,Střední škola,C00,Osvoboditelů 1/2,410 02 Lovosice,410 02 Lovosice,410 02,Lovosice,Ústecký kraj,2368H01,Mechanik opravář motorových vozidel,10,30,90,Litoměřice
000081876,Střední škola,C00,Svojsíkova 1015/1a,Předměstí,412 01 Litoměřice,412 01,Litoměřice,Ústecký kraj,7941K41,Gymnázium,10,40,305,Litoměřice
000081990,Střední škola,C00,Havlíčkova 175,413 01 Roudnice nad Labem,413 01 Roudnice nad Labem,413 01,Roudnice nad Labem,Ústecký kraj,7941K401,Gymnázium - všeobecné,10,40,200,Litoměřice
110035798,Střední škola,C00,Náměstí Jana z Dražic 169,413 01 Roudnice nad Labem,413 01 Roudnice nad Labem,413 01,Roudnice nad Labem,Ústecký kraj,6341M01,Ekonomika a podnikání,10,40,80,Litoměřice
108043720,Střední škola,C00,Dlouhá 205/20,Litoměřice-Město,412 01 Litoměřice,412 01,Litoměřice,Ústecký kraj,6441L51,Podnikání,10,20,225,Litoměřice
130000183,Střední škola,C00,Na Vinici 2244,Předměstí,412 01 Litoměřice,412 01,Litoměřice,Ústecký kraj,2951E01,Potravinářská výroba,10,30,35,Litoměřice
000081884,Střední škola,C00,Sady pionýrů 600/6,410 02 Lovosice,410 02 Lovosice,410 02,Lovosice,Ústecký kraj,7941K401,Gymnázium - všeobecné,10,40,150,Litoměřice
061357235,Střední škola,C00,Poděbradova 661,440 01 Louny,440 01 Louny,440 01,Louny,Ústecký kraj,7941K41,Gymnázium,10,40,125,Louny
061357278,Střední škola,C00,Studentská 1075,438 01 Žatec,438 01 Žatec,438 01,Žatec,Ústecký kraj,7941K41,Gymnázium,10,40,130,Louny
110032829,Střední škola,C00,Hošťálkovo náměstí 132,438 01 Žatec,438 01 Žatec,438 01,Žatec,Ústecký kraj,2951H01,Výrobce potravin,10,30,90,Louny
