,id,nazev,typ,adresa1,adresa2,adresa3,PSC,obec,kraj,obor_kod,obor_nazev,obor_forma,obor_delka,obor_kapacita,okres,kod_okresu_a,kod_okresu_b
266,110013638,Střední škola,C00,B. Smetany 474,543 71 Hostinné,543 71 Hostinné,543 71,Hostinné,Královéhradecký kraj,3667E02,Stavební práce,10,20,24.0,Trutnov,CZ0525,40606
267,175790,Střední škola,C00,Vocelova 1338/2,Pražské Předměstí,500 02 Hradec Králové,500 02,Hradec Králové,Královéhradecký kraj,2345M01,Dopravní prostředky,10,40,135.0,Hradec Králové,CZ0521,40568
268,130001732,Střední škola,C00,Masarykovo náměstí 2,509 01 Nová Paka,509 01 Nová Paka,509 01,Nová Paka,Královéhradecký kraj,2951H01,Výrobce potravin,10,30,45.0,Jičín,CZ0522,40576
269,110200403,Střední škola,C00,Školní 101,Vnitřní Město,541 01 Trutnov,541 01,Trutnov,Královéhradecký kraj,1820M01,Informační technologie,10,40,272.0,Trutnov,CZ0525,40606
270,181064341,Střední škola,C00,Soudná 12,506 01 Jičín,506 01 Jičín,506 01,Jičín,Královéhradecký kraj,7862C01,Praktická škola jednoletá,10,10,10.0,Jičín,CZ0522,40576
271,151014507,Střední škola,C00,17. listopadu 177,542 34 Malé Svatoňovice,542 34 Malé Svatoňovice,542 34,Malé Svatoňovice,Královéhradecký kraj,6842L51,Bezpečnostní služby,24,30,30.0,Trutnov,CZ0525,40606
272,151014655,Střední škola,C00,Heldovo náměstí 231,503 46 Třebechovice pod Orebem,503 46 Třebechovice pod Orebem,503 46,Třebechovice pod Orebem,Královéhradecký kraj,6842L51,Bezpečnostní služby,22,30,180.0,Hradec Králové,CZ0521,40568
273,151017891,Střední škola,C00,Pulická 695,518 01 Dobruška,518 01 Dobruška,518 01,Dobruška,Královéhradecký kraj,1820M01,Informační technologie,10,40,160.0,Rychnov nad Kněžnou,CZ0524,40592
274,181127024,Střední škola,C00,Kollárova 456,509 01 Nová Paka,509 01 Nová Paka,509 01,Nová Paka,Královéhradecký kraj,3652H01,Instalatér,10,30,60.0,Jičín,CZ0522,40576
275,60884720,Střední škola,C00,U Stadionu 1166,516 01 Rychnov nad Kněžnou,516 01 Rychnov nad Kněžnou,516 01,Rychnov nad Kněžnou,Královéhradecký kraj,2341M01,Strojírenství,10,40,264.0,Rychnov nad Kněžnou,CZ0524,40592
276,45978298,Střední škola,C00,Orlické nábřeží 356/1,500 03 Hradec Králové,500 03 Hradec Králové,500 03,Hradec Králové,Královéhradecký kraj,7941K41,Gymnázium,10,40,150.0,Hradec Králové,CZ0521,40568
277,15037789,Střední škola,C00,Havlíčkova 812,542 32 Úpice,542 32 Úpice,542 32,Úpice,Královéhradecký kraj,6843M001,Veřejnosprávní činnost,10,40,120.0,Trutnov,CZ0525,40606
278,181035618,Střední škola,C00,Hradecká 1151/9,500 03 Hradec Králové,500 03 Hradec Králové,500 03,Hradec Králové,Královéhradecký kraj,6651H01,Prodavač,10,30,120.0,Hradec Králové,CZ0521,40568
279,181055660,Střední škola,C00,Blahoslavova 2105,508 01 Hořice,508 01 Hořice,508 01,Hořice,Královéhradecký kraj,7941K41,Gymnázium,10,40,120.0,Jičín,CZ0522,40576
280,102266271,Střední škola,C00,Pražská 931,547 01 Náchod,547 01 Náchod,547 01,Náchod,Královéhradecký kraj,1820M01,Informační technologie,10,40,60.0,Náchod,CZ0523,40584
281,110028881,Střední škola,C00,Hostovského 910,549 31 Hronov,549 31 Hronov,549 31,Hronov,Královéhradecký kraj,2341M01,Strojírenství,10,40,123.0,Náchod,CZ0523,40584
282,529681,Střední škola,C00,Volanovská 243,Horní Předměstí,541 01 Trutnov,541 01,Trutnov,Královéhradecký kraj,2953H01,Pekař,10,30,36.0,Trutnov,CZ0525,40606
283,110200039,Střední škola,C00,Riegrova 1403,508 01 Hořice,508 01 Hořice,508 01,Hořice,Královéhradecký kraj,2356H01,Obráběč kovů,10,30,102.0,Jičín,CZ0522,40576
284,15055663,Střední škola,C00,Kumburská 846,509 01 Nová Paka,509 01 Nová Paka,509 01,Nová Paka,Královéhradecký kraj,2343L51,Provozní technika,22,30,60.0,Jičín,CZ0522,40576
285,108019578,Střední škola,C00,Koněvova 100,Bohosudov,417 42 Krupka,417 42,Krupka,Liberecký kraj,7941K41,Gymnázium,10,40,100.0,Teplice,CZ0426,40509
286,47274719,Střední škola,C00,T. G. Masaryka 580,407 77 Šluknov,407 77 Šluknov,407 77,Šluknov,Liberecký kraj,1601M002,Ochrana přírody a prostředí,10,40,100.0,Děčín,CZ0421,40452
287,110017919,Střední škola,C00,Střelecká 1800,407 47 Varnsdorf,407 47 Varnsdorf,407 47,Varnsdorf,Liberecký kraj,7941K81,Gymnázium,10,80,320.0,Děčín,CZ0421,40452
288,47274611,Střední škola,C00,Komenského nám. 520/2,Děčín I-Děčín,405 02 Děčín,405 02,Děčín,Liberecký kraj,6341M02,Obchodní akademie,10,40,420.0,Děčín,CZ0421,40452
289,497029,Střední škola,C00,Jiříkovská 840/4,Rumburk 1,408 01 Rumburk,408 01,Rumburk,Liberecký kraj,3441M01,Polygrafie,10,40,60.0,Děčín,CZ0421,40452
290,47274620,Střední škola,C00,Komenského nám. 340/4,Děčín I-Děčín,405 02 Děčín,405 02,Děčín,Liberecký kraj,7941K41,Gymnázium,10,40,300.0,Děčín,CZ0421,40452
291,18383874,Střední škola,C00,Bratislavská 2166,407 47 Varnsdorf,407 47 Varnsdorf,407 47,Varnsdorf,Liberecký kraj,1820M01,Informační technologie,10,40,440.0,Děčín,CZ0421,40452
292,47274654,Střední škola,C00,Českolipská 123,Děčín XXVII-Březiny,405 02 Děčín,405 02,Děčín,Liberecký kraj,4141M01,Agropodnikání,10,40,120.0,Děčín,CZ0421,40452
293,47274603,Střední škola,C00,Komenského 1130/10,Rumburk 1,408 01 Rumburk,408 01,Rumburk,Liberecký kraj,7941K41,Gymnázium,10,40,210.0,Děčín,CZ0421,40452
294,81825,Střední škola,C00,Mostecká 3000,430 01 Chomutov,430 01 Chomutov,430 01,Chomutov,Liberecký kraj,7941K41,Gymnázium,10,40,380.0,Chomutov,CZ0422,40461
295,81833,Střední škola,C00,5. května 620,432 01 Kadaň,432 01 Kadaň,432 01,Kadaň,Liberecký kraj,7941K401,Gymnázium - všeobecné,10,40,150.0,Chomutov,CZ0422,40461
296,82104,Střední škola,C00,Komenského 562,432 01 Kadaň,432 01 Kadaň,432 01,Kadaň,Liberecký kraj,3645M01,Technická zařízení budov,10,40,120.0,Chomutov,CZ0422,40461
297,108030091,Střední škola,C00,Chomutovská 459,431 51 Klášterec nad Ohří,431 51 Klášterec nad Ohří,431 51,Klášterec nad Ohří,Liberecký kraj,7541M01,Sociální činnost,10,40,120.0,Chomutov,CZ0422,40461
298,107850079,Střední škola,C00,Pražská 702/10,430 01 Chomutov,430 01 Chomutov,430 01,Chomutov,Liberecký kraj,2345L01,Mechanik seřizovač,10,40,240.0,Chomutov,CZ0422,40461
299,82015,Střední škola,C00,Komenského 754/3,Předměstí,412 01 Litoměřice,412 01,Litoměřice,Liberecký kraj,1820M01,Informační technologie,10,40,120.0,Litoměřice,CZ0423,40479
300,108043690,Střední škola,C00,Palackého 730/1,Předměstí,412 01 Litoměřice,412 01,Litoměřice,Liberecký kraj,6341M01,Ekonomika a podnikání,10,40,100.0,Litoměřice,CZ0423,40479
301,110013204,Střední škola,C00,Máchovy schody 13/4,Litoměřice-Město,412 01 Litoměřice,412 01,Litoměřice,Liberecký kraj,1820M01,Informační technologie,10,40,100.0,Litoměřice,CZ0423,40479
302,108043738,Střední škola,C00,Jarošova 494/23,Předměstí,412 01 Litoměřice,412 01,Litoměřice,Liberecký kraj,3356H01,Truhlář,10,30,90.0,Litoměřice,CZ0423,40479
303,107850541,Střední škola,C00,Osvoboditelů 1/2,410 02 Lovosice,410 02 Lovosice,410 02,Lovosice,Liberecký kraj,2368H01,Mechanik opravář motorových vozidel,10,30,90.0,Litoměřice,CZ0423,40479
304,81876,Střední škola,C00,Svojsíkova 1015/1a,Předměstí,412 01 Litoměřice,412 01,Litoměřice,Liberecký kraj,7941K41,Gymnázium,10,40,305.0,Litoměřice,CZ0423,40479
305,81990,Střední škola,C00,Havlíčkova 175,413 01 Roudnice nad Labem,413 01 Roudnice nad Labem,413 01,Roudnice nad Labem,Liberecký kraj,7941K401,Gymnázium - všeobecné,10,40,200.0,Litoměřice,CZ0423,40479
306,110035798,Střední škola,C00,Náměstí Jana z Dražic 169,413 01 Roudnice nad Labem,413 01 Roudnice nad Labem,413 01,Roudnice nad Labem,Liberecký kraj,6341M01,Ekonomika a podnikání,10,40,80.0,Litoměřice,CZ0423,40479
307,108043720,Střední škola,C00,Dlouhá 205/20,Litoměřice-Město,412 01 Litoměřice,412 01,Litoměřice,Liberecký kraj,6441L51,Podnikání,10,20,225.0,Litoměřice,CZ0423,40479
308,130000183,Střední škola,C00,Na Vinici 2244,Předměstí,412 01 Litoměřice,412 01,Litoměřice,Liberecký kraj,29510,Potravinářská výroba,10,30,35.0,Litoměřice,CZ0423,40479
309,81884,Střední škola,C00,Sady pionýrů 600/6,410 02 Lovosice,410 02 Lovosice,410 02,Lovosice,Liberecký kraj,7941K401,Gymnázium - všeobecné,10,40,150.0,Litoměřice,CZ0423,40479
310,61357235,Střední škola,C00,Poděbradova 661,440 01 Louny,440 01 Louny,440 01,Louny,Liberecký kraj,7941K41,Gymnázium,10,40,125.0,Louny,CZ0424,40487
311,61357278,Střední škola,C00,Studentská 1075,438 01 Žatec,438 01 Žatec,438 01,Žatec,Liberecký kraj,7941K41,Gymnázium,10,40,130.0,Louny,CZ0424,40487
312,110032829,Střední škola,C00,Hošťálkovo náměstí 132,438 01 Žatec,438 01 Žatec,438 01,Žatec,Liberecký kraj,2951H01,Výrobce potravin,10,30,90.0,Louny,CZ0424,40487
313,18380824,Střední škola,C00,Kpt. Jaroše 862,441 01 Podbořany,441 01 Podbořany,441 01,Podbořany,Liberecký kraj,2341M01,Strojírenství,10,40,128.0,Louny,CZ0424,40487
314,61357294,Střední škola,C00,Studentská 1354,438 01 Žatec,438 01 Žatec,438 01,Žatec,Liberecký kraj,1601M01,Ekologie a životní prostředí,10,40,120.0,Louny,CZ0424,40487
315,45708797,Střední škola,C00,Svatováclavská 1404,438 01 Žatec,438 01 Žatec,438 01,Žatec,Liberecký kraj,3741M01,Provoz a ekonomika dopravy,10,40,80.0,Louny,CZ0424,40487
316,108040780,Střední škola,C00,Svatováclavská 1404,438 01 Žatec,438 01 Žatec,438 01,Žatec,Liberecký kraj,1820M01,Informační technologie,10,40,80.0,Louny,CZ0424,40487
317,110018061,Střední škola,C00,Ukrajinská 320,Horní Litvínov,436 01 Litvínov,436 01,Litvínov,Liberecký kraj,1601M01,Ekologie a životní prostředí,10,40,176.0,Most,CZ0425,40495
318,108006948,Střední škola,C00,Čsl. armády 1530/29,434 01 Most,434 01 Most,434 01,Most,Liberecký kraj,7941K41,Gymnázium,10,40,376.0,Most,CZ0425,40495
319,110020707,Střední škola,C00,Studentská 640,Horní Litvínov,436 01 Litvínov,436 01,Litvínov,Liberecký kraj,7941K41,Gymnázium,10,40,170.0,Most,CZ0425,40495
320,110018044,Střední škola,C00,Topolová 584,434 01 Most,434 01 Most,434 01,Most,Liberecký kraj,6341M01,Ekonomika a podnikání,10,40,180.0,Most,CZ0425,40495
321,110000030,Střední škola,C00,Pionýrů 2806/7,434 01 Most,434 01 Most,434 01,Most,Liberecký kraj,2343L51,Provozní technika,22,30,240.0,Most,CZ0425,40495
322,110034147,Střední škola,C00,Okružní 128,435 13 Meziboří,435 13 Meziboří,435 13,Meziboří,Liberecký kraj,1820M01,Informační technologie,10,40,140.0,Most,CZ0425,40495
323,108007057,Střední škola,C00,Pionýrů 2806/7,434 01 Most,434 01 Most,434 01,Most,Liberecký kraj,1820M01,Informační technologie,10,40,200.0,Most,CZ0425,40495
324,110018052,Střední škola,C00,Sklářská 81,Hamr,435 42 Litvínov,435 42,Litvínov,Liberecký kraj,6341L507,Podnikové hospodaření,22,30,138.0,Most,CZ0425,40495
325,108006930,Střední škola,C00,Jana Palacha 711/2,434 01 Most,434 01 Most,434 01,Most,Liberecký kraj,2341M01,Strojírenství,10,40,360.0,Most,CZ0425,40495
326,108007014,Střední škola,C00,Eduarda Basse 1142/9,434 01 Most,434 01 Most,434 01,Most,Liberecký kraj,6341M02,Obchodní akademie,10,40,240.0,Most,CZ0425,40495
327,108007049,Střední škola,C00,Františka Kmocha 1823,434 01 Most,434 01 Most,434 01,Most,Liberecký kraj,6542M01,Hotelnictví,10,40,250.0,Most,CZ0425,40495
328,81922,Střední škola,C00,Čs. dobrovolců 530/11,415 01 Teplice,415 01 Teplice,415 01,Teplice,Liberecký kraj,7941K41,Gymnázium,10,40,590.0,Teplice,CZ0426,40509
329,102000654,Střední škola,C00,Bystřická 275/27,Bystřice,417 03 Dubí,417 03,Dubí,Liberecký kraj,7941K801,Gymnázium - všeobecné,10,80,160.0,Teplice,CZ0426,40509
330,82198,Střední škola,C00,Masarykova 909/12,419 01 Duchcov,419 01 Duchcov,419 01,Duchcov,Liberecký kraj,2142M01,Geotechnika,22,50,90.0,Teplice,CZ0426,40509
331,107850486,Střední škola,C00,Fráni Šrámka 1350/1,Trnovany,415 01 Teplice,415 01,Teplice,Liberecký kraj,23510,Strojírenské práce,10,30,89.0,Teplice,CZ0426,40509
332,107850303,Střední škola,C00,Alejní 880/12,415 01 Teplice,415 01 Teplice,415 01,Teplice,Liberecký kraj,31590,Šití oděvů,10,30,102.0,Teplice,CZ0426,40509
333,107850427,Střední škola,C00,Rooseveltovo náměstí 5/5,Řetenice,415 03 Teplice,415 03,Teplice,Liberecký kraj,1820M01,Informační technologie,10,40,180.0,Teplice,CZ0426,40509
334,81931,Střední škola,C00,Jateční 243/22,Klíše,400 01 Ústí nad Labem,400 01,Ústí nad Labem,Liberecký kraj,7941K41,Gymnázium,10,40,480.0,Ústí nad Labem,CZ0427,40517
335,82201,Střední škola,C00,Resslova 210/5,Klíše,400 01 Ústí nad Labem,400 01,Ústí nad Labem,Liberecký kraj,1820M01,Informační technologie,10,40,270.0,Ústí nad Labem,CZ0427,40517
336,14867362,Střední škola,C00,Bělehradská 1523/58,Ústí nad Labem-centrum,400 11 Ústí nad Labem,400 11,Ústí nad Labem,Liberecký kraj,6941L01,Kosmetické služby,10,40,120.0,Ústí nad Labem,CZ0427,40517
337,47313129,Střední škola,C00,Velká Hradební 1025/19,Ústí nad Labem-centrum,400 01 Ústí nad Labem,400 01,Ústí nad Labem,Liberecký kraj,655100,Práce ve stravování,10,20,210.0,Ústí nad Labem,CZ0427,40517
338,82627,Střední škola,C00,Keplerova 315/7,Krásné Březno,400 07 Ústí nad Labem,400 07,Ústí nad Labem,Liberecký kraj,2953H01,Pekař,10,30,90.0,Ústí nad Labem,CZ0427,40517
339,82287,Střední škola,C00,Pařížská 1670/15,Ústí nad Labem-centrum,400 01 Ústí nad Labem,400 01,Ústí nad Labem,Liberecký kraj,6341M004,Obchodní akademie,10,40,621.0,Ústí nad Labem,CZ0427,40517
340,102789207,Střední škola,C00,Stavbařů 2857/5,Severní Terasa,400 11 Ústí nad Labem,400 11,Ústí nad Labem,Liberecký kraj,2844M01,Aplikovaná chemie,10,40,260.0,Ústí nad Labem,CZ0427,40517
341,110018095,Střední škola,C00,Máchova 1376/3,Střekov,400 03 Ústí nad Labem,400 03,Ústí nad Labem,Liberecký kraj,6842L51,Bezpečnostní služby,22,30,270.0,Ústí nad Labem,CZ0427,40517
342,110009614,Střední škola,C00,Čsl. mládeže 5/9,Děčín IV-Podmokly,405 02 Děčín,405 02,Děčín,Liberecký kraj,5341M01,Zdravotnický asistent,10,40,200.0,Děčín,CZ0421,40452
343,110010175,Střední škola,C00,Františka Nohy 959/6,Rumburk 1,408 01 Rumburk,408 01,Rumburk,Liberecký kraj,5341H01,Ošetřovatel,10,30,60.0,Děčín,CZ0421,40452
344,110031229,Střední škola,C00,Palachova 700/35,Klíše,400 01 Ústí nad Labem,400 01,Ústí nad Labem,Liberecký kraj,5341M01,Zdravotnický asistent,10,40,375.0,Ústí nad Labem,CZ0427,40517
345,47274689,Střední škola,C00,Čsl. armády 681/10,Děčín I-Děčín,405 02 Děčín,405 02,Děčín,Liberecký kraj,2341M01,Strojírenství,10,40,120.0,Děčín,CZ0421,40452
346,82091,Střední škola,C00,Školní 1060/50,430 01 Chomutov,430 01 Chomutov,430 01,Chomutov,Liberecký kraj,2341M01,Strojírenství,10,40,60.0,Chomutov,CZ0422,40461
347,82457,Střední škola,C00,Špindlerova třída 690,413 01 Roudnice nad Labem,413 01 Roudnice nad Labem,413 01,Roudnice nad Labem,Liberecký kraj,2345M01,Dopravní prostředky,10,40,240.0,Litoměřice,CZ0423,40479
348,392669,Střední škola,C00,Kostelní 134,411 08 Štětí,411 08 Štětí,411 08,Štětí,Liberecký kraj,1820M01,Informační technologie,10,40,300.0,Litoměřice,CZ0423,40479
349,108006972,Střední škola,C00,Zdeňka Fibicha 2778/20,434 01 Most,434 01 Most,434 01,Most,Liberecký kraj,5341H01,Ošetřovatel,10,30,100.0,Most,CZ0425,40495
350,150068123,Střední škola,C00,Vilémovská 192,407 82 Dolní Poustevna,407 82 Dolní Poustevna,407 82,Dolní Poustevna,Liberecký kraj,7862C01,Praktická škola jednoletá,10,10,10.0,Děčín,CZ0421,40452
351,181080109,Střední škola,C00,Teplická 65,Děčín IX-Bynov,405 05 Děčín,405 05,Děčín,Liberecký kraj,7862C01,Praktická škola jednoletá,10,10,10.0,Děčín,CZ0421,40452
352,181042771,Střední škola,C00,Jakubské náměstí 113,407 21 Česká Kamenice,407 21 Česká Kamenice,407 21,Česká Kamenice,Liberecký kraj,7862C01,Praktická škola jednoletá,10,10,10.0,Děčín,CZ0421,40452
353,181025230,Střední škola,C00,Tyršova 710,407 77 Šluknov,407 77 Šluknov,407 77,Šluknov,Liberecký kraj,7862C01,Praktická škola jednoletá,10,10,22.0,Děčín,CZ0421,40452
354,108040771,Střední škola,C00,Svatopluka Čecha 2773,438 01 Žatec,438 01 Žatec,438 01,Žatec,Liberecký kraj,69540,Provozní služby,10,20,32.0,Louny,CZ0424,40487
355,181057522,Střední škola,C00,Šafaříkova 991,Horní Litvínov,436 01 Litvínov,436 01,Litvínov,Liberecký kraj,7862C01,Praktická škola jednoletá,10,10,24.0,Most,CZ0425,40495
356,110010680,Střední škola,C00,Jana Palacha 1534,434 01 Most,434 01 Most,434 01,Most,Liberecký kraj,7862C002,Praktická škola dvouletá,10,20,28.0,Most,CZ0425,40495
357,110036026,Střední škola,C00,Školní 624/1,419 01 Duchcov,419 01 Duchcov,419 01,Duchcov,Liberecký kraj,7862C002,Praktická škola dvouletá,10,20,24.0,Teplice,CZ0426,40509
358,110017650,Střední škola,C00,U Nových lázní 1286/9,415 01 Teplice,415 01 Teplice,415 01,Teplice,Liberecký kraj,7862C01,Praktická škola jednoletá,10,10,10.0,Teplice,CZ0426,40509
359,181023725,Střední škola,C00,Pod Parkem 2788/2,Severní Terasa,400 11 Ústí nad Labem,400 11,Ústí nad Labem,Liberecký kraj,7862C01,Praktická škola jednoletá,10,10,30.0,Ústí nad Labem,CZ0427,40517
360,110027752,Střední škola,C00,Vítězství 70,Děčín XXXII-Boletice nad Labem,407 11 Děčín,407 11,Děčín,Liberecký kraj,366700,Stavební práce,10,20,80.0,Děčín,CZ0421,40452
361,108043827,Střední škola,C00,č.p. 1,411 15 Dlažkovice,411 15 Dlažkovice,411 15,Dlažkovice,Liberecký kraj,7862C002,Praktická škola dvouletá,10,20,30.0,Litoměřice,CZ0423,40479
362,110033809,Střední škola,C00,Buškovice 203,441 01 Podbořany,441 01 Podbořany,441 01,Podbořany,Liberecký kraj,36640,Tesařské práce,10,30,36.0,Louny,CZ0424,40487
363,110020634,Střední škola,C00,Požárnická 168,417 54 Kostomlaty pod Milešovkou,417 54 Kostomlaty pod Milešovkou,417 54,Kostomlaty pod Milešovkou,Liberecký kraj,655100,Práce ve stravování,10,20,21.0,Teplice,CZ0426,40509
364,47274701,Střední škola,C00,Komenského 288,407 21 Česká Kamenice,407 21 Česká Kamenice,407 21,Česká Kamenice,Liberecký kraj,7941K81,Gymnázium,10,80,240.0,Děčín,CZ0421,40452
365,40230457,Střední škola,C00,Mostecká 309,431 11 Jirkov,431 11 Jirkov,431 11,Jirkov,Liberecký kraj,7941K41,Gymnázium,10,40,100.0,Chomutov,CZ0422,40461
366,181015692,Střední škola,C00,Karla Čapka 270,Maršov,417 42 Krupka,417 42,Krupka,Liberecký kraj,28570,Keramická výroba,10,30,51.0,Teplice,CZ0426,40509
367,110027795,Střední škola,C00,Dělnická 825/15,Děčín VI-Letná,405 02 Děčín,405 02,Děčín,Liberecký kraj,2345L01,Mechanik seřizovač,10,40,96.0,Děčín,CZ0421,40452
368,556807,Střední škola,C00,Ruská 147/46,Děčín IV-Podmokly,405 02 Děčín,405 02,Děčín,Liberecký kraj,2368H01,Mechanik opravář motorových vozidel,10,30,145.0,Děčín,CZ0421,40452
369,130002054,Střední škola,C00,Na Průhoně 4800,430 03 Chomutov,430 03 Chomutov,430 03,Chomutov,Liberecký kraj,2351H01,Strojní mechanik,10,30,102.0,Chomutov,CZ0422,40461
370,14451042,Střední škola,C00,Osvoboditelů 380,440 01 Louny,440 01 Louny,440 01,Louny,Liberecký kraj,2341M01,Strojírenství,10,40,120.0,Louny,CZ0424,40487
371,108006891,Střední škola,C00,Dělnická 21,Velebudice,434 01 Most,434 01,Most,Liberecký kraj,2345L01,Mechanik seřizovač,10,40,120.0,Most,CZ0425,40495
372,130002241,Střední škola,C00,Mládežnická 236,Hamr,435 42 Litvínov,435 42,Litvínov,Liberecký kraj,3158H01,Krejčí,10,30,72.0,Most,CZ0425,40495
373,102000638,Střední škola,C00,Benešovo náměstí 604/1,415 01 Teplice,415 01 Teplice,415 01,Teplice,Liberecký kraj,1820M01,Informační technologie,10,40,250.0,Teplice,CZ0426,40509
374,130001767,Střední škola,C00,Čelakovského 250/5,Krásné Březno,400 07 Ústí nad Labem,400 07,Ústí nad Labem,Liberecký kraj,2345L01,Mechanik seřizovač,10,40,100.0,Ústí nad Labem,CZ0427,40517
375,110150414,Střední škola,C00,Neklanova 1806,413 01 Roudnice nad Labem,413 01 Roudnice nad Labem,413 01,Roudnice nad Labem,Liberecký kraj,2343L51,Provozní technika,10,20,60.0,Litoměřice,CZ0423,40479
376,110150511,Střední škola,C00,Šaldova 657/6,Předměstí,412 01 Litoměřice,412 01,Litoměřice,Liberecký kraj,7862C02,Praktická škola dvouletá,10,20,60.0,Litoměřice,CZ0423,40479
377,150002785,Střední škola,C00,č.p. 66,431 58 Místo,431 58 Místo,431 58,Místo,Liberecký kraj,415200,Zahradnická výroba,10,20,24.0,Chomutov,CZ0422,40461
378,181007282,Střední škola,C00,Aloise Jiráska 1887/3,434 01 Most,434 01 Most,434 01,Most,Liberecký kraj,6441L51,Podnikání,30,30,120.0,Most,CZ0425,40495
379,181068281,Střední škola,C00,č.p. 166,439 05 Panenský Týnec,439 05 Panenský Týnec,439 05,Panenský Týnec,Liberecký kraj,33580,Zpracovatel přírodních pletiv,10,30,40.0,Louny,CZ0424,40487
380,181075849,Střední škola,C00,Říční 1774,407 47 Varnsdorf,407 47 Varnsdorf,407 47,Varnsdorf,Liberecký kraj,2155H01,Slévač,10,30,24.0,Děčín,CZ0421,40452
381,181118891,Střední škola,C00,Ukrajinská 453,Horní Litvínov,436 01 Litvínov,436 01,Litvínov,Liberecký kraj,2341M01,Strojírenství,10,40,80.0,Most,CZ0425,40495
382,601349,Střední škola,C00,Smetanův okruh 19/2,Pod Bezručovým vrchem,794 01 Krnov,794 01,Krnov,Moravskoslezský kraj,7941K41,Gymnázium,10,40,240.0,Bruntál,CZ0801,40860
383,601357,Střední škola,C00,Dukelská 1423/1,792 01 Bruntál,792 01 Bruntál,792 01,Bruntál,Moravskoslezský kraj,7941K41,Gymnázium,10,40,275.0,Bruntál,CZ0801,40860
384,108012484,Střední škola,C00,Revoluční 973/54,Pod Bezručovým vrchem,794 01 Krnov,794 01,Krnov,Moravskoslezský kraj,8241M11,Design interiéru,10,40,30.0,Bruntál,CZ0801,40860
385,601292,Střední škola,C00,Jiráskova 841/1a,Pod Bezručovým vrchem,794 01 Krnov,794 01,Krnov,Moravskoslezský kraj,5341M01,Zdravotnický asistent,10,40,170.0,Bruntál,CZ0801,40860
386,107880351,Střední škola,C00,Soukenická 2458/21C,Pod Bezručovým vrchem,794 01 Krnov,794 01,Krnov,Moravskoslezský kraj,1820M01,Informační technologie,10,40,128.0,Bruntál,CZ0801,40860
387,601322,Střední škola,C00,Kavalcova 814/1,792 01 Bruntál,792 01 Bruntál,792 01,Bruntál,Moravskoslezský kraj,1820M01,Informační technologie,10,40,240.0,Bruntál,CZ0801,40860
388,846881,Střední škola,C00,Cihelní 410,Frýdek,738 01 Frýdek-Místek,738 01,Frýdek-Místek,Moravskoslezský kraj,6843M01,Veřejnosprávní činnost,10,40,270.0,Frýdek-Místek,CZ0802,40878
389,601403,Střední škola,C00,Nám. T. G. Masaryka 1260,Frýdlant,739 11 Frýdlant nad Ostravicí,739 11,Frýdlant nad Ostravicí,Moravskoslezský kraj,7941K41,Gymnázium,10,40,180.0,Frýdek-Místek,CZ0802,40878
390,601390,Střední škola,C00,Komenského 713 (-),Staré Město,739 61 Třinec,739 61,Třinec,Moravskoslezský kraj,7941K41,Gymnázium,10,40,250.0,Frýdek-Místek,CZ0802,40878
391,601381,Střední škola,C00,28. října 1598,Místek,738 01 Frýdek-Místek,738 01,Frýdek-Místek,Moravskoslezský kraj,1820M01,Informační technologie,10,40,240.0,Frýdek-Místek,CZ0802,40878
392,45235708,Střední škola,C00,Československé armády 2502,Místek,738 01 Frýdek-Místek,738 01,Frýdek-Místek,Moravskoslezský kraj,8241M05,Grafický design,10,40,120.0,Frýdek-Místek,CZ0802,40878
393,110012291,Střední škola,C00,Beskydská 1140,Lyžbice,739 61 Třinec,739 61,Třinec,Moravskoslezský kraj,1820M01,Informační technologie,10,40,120.0,Frýdek-Místek,CZ0802,40878
394,45235686,Střední škola,C00,Československé armády 482,Místek,738 01 Frýdek-Místek,738 01,Frýdek-Místek,Moravskoslezský kraj,6341M01,Ekonomika a podnikání,10,40,220.0,Frýdek-Místek,CZ0802,40878
395,49562339,Střední škola,C00,Mjr. Nováka 1455/34,Hrabůvka,700 30 Ostrava,700 30,Ostrava,Moravskoslezský kraj,7941K41,Gymnázium,10,40,160.0,Ostrava-město,CZ0806,40916
396,60784024,Střední škola,C00,Pionýrů 2069,Místek,738 01 Frýdek-Místek,738 01,Frýdek-Místek,Moravskoslezský kraj,1820M01,Informační technologie,10,40,240.0,Frýdek-Místek,CZ0802,40878
397,60801743,Střední škola,C00,tř. T. G. Masaryka 456,Frýdek,738 01 Frýdek-Místek,738 01,Frýdek-Místek,Moravskoslezský kraj,6843M01,Veřejnosprávní činnost,10,40,116.0,Frýdek-Místek,CZ0802,40878
398,60058871,Střední škola,C00,Cihelní 410,Frýdek,738 01 Frýdek-Místek,738 01,Frýdek-Místek,Moravskoslezský kraj,7941K41,Gymnázium,10,40,200.0,Frýdek-Místek,CZ0802,40878
399,601527,Střední škola,C00,Jana Palacha 794,Nový Bohumín,735 81 Bohumín,735 81,Bohumín,Moravskoslezský kraj,7941K41,Gymnázium,10,40,240.0,Karviná,CZ0803,40886
400,601578,Střední škola,C00,Frýdecká 689/30,737 01 Český Těšín,737 01 Český Těšín,737 01,Český Těšín,Moravskoslezský kraj,7941K41,Gymnázium,10,40,528.0,Karviná,CZ0803,40886
