PSC,obec,okres
281 61,Kouřim,Kolín
345 02,Kout na Šumavě,Domažlice
290 01,Kouty,Nymburk
257 89,Smilkov,Benešov
675 08,Kouty,Třebíč
508 01,Sukorady,Jičín
584 01,Kouty,Havlíčkův Brod
506 01,Kovač,Jičín
664 06,Kovalovice,Brno-venkov
683 01,Kovalovice,Brno-venkov
798 29,Koválovice-Osíčany,Prostějov
294 26,Kováň,Mladá Boleslav
294 25,Kováň,Mladá Boleslav
294 26,Kovanec,Mladá Boleslav
398 55,Kovářov,Písek
382 26,Frymburk,Český Krumlov
251 67,Pyšely,Benešov
431 86,Kovářská,Chomutov
273 28,Zákolany,Kladno
341 01,Kovčín,Klatovy
512 63,Radostná pod Kozákovem,Semily
679 71,Kozárov,Blansko
277 45,Zálezlice,Mělník
262 84,Kozárovice,Příbram
674 01,Kožichovice,Třebíč
391 65,Rataje,Tábor
683 41,Kozlany,Vyškov
675 02,Kozlany,Třebíč
331 44,Kožlany,Plzeň-sever
398 04,Kožlí,Písek
388 01,Myštice,Strakonice
256 01,Neveklov,Benešov
582 93,Kožlí,Havlíčkův Brod
415 01,Rtyně nad Bílinou,Teplice
397 01,Předotice,Písek
783 57,Kozlov,Olomouc
588 21,Kozlov,Jihlava
594 51,Kozlov,Žďár nad Sázavou
584 01,Kozlov,Havlíčkův Brod
387 15,Střelské Hoštice,Strakonice
335 01,Kozlovice,Plzeň-jih
739 47,Kozlovice,Frýdek-Místek
413 01,Záluží,Litoměřice
440 01,Kozly,Louny
470 01,Kozly,Česká Lípa
747 11,Kozmice,Opava
294 13,Strážiště,Mladá Boleslav
507 23,Libáň,Jičín
286 01,Vlkaneč,Kutná Hora
537 01,Lány,Chrudim
270 54,Kozojedy,Rakovník
507 03,Kozojedy,Jičín
281 63,Kozojedy,Praha-východ
696 63,Kozojídky,Hodonín
507 03,Vinary,Hradec Králové
330 32,Kozolupy,Plzeň-sever
267 16,Vysoký Újezd,Beroun
277 45,Kozomín,Mělník
250 87,Vyšehořovice,Praha-východ
783 75,Kožušany-Tážaly,Olomouc
683 33,Kožušice,Vyškov
552 04,Dolany,Náchod
411 87,Krabčice,Litoměřice
582 82,Kraborovice,Havlíčkův Brod
675 22,Stařeč,Třebíč
588 56,Krahulčí,Jihlava
549 22,Nový Hrádek,Náchod
793 05,Dětřichov nad Bystřicí,Bruntál
675 21,Krahulov,Třebíč
387 73,Krajníčko,Strakonice
346 01,Mířkov,Domažlice
270 35,Krakov,Rakovník
270 35,Krakovec,Rakovník
285 04,Chlístovice,Kutná Hora
798 12,Kralice na Hané,Prostějov
504 01,Králíky,Hradec Králové
398 04,Králova Lhota,Písek
517 71,Králova Lhota,Rychnov nad Kněžnou
542 03,Královec,Trutnov
274 01,Královice,Kladno
278 01,Kralupy nad Vltavou,Mělník
335 01,Kramolín,Plzeň-jih
675 77,Kramolín,Třebíč
547 01,Kramolna,Náchod
262 03,Nové Dvory,Příbram
334 01,Dolní Lukavice,Plzeň-jih
387 16,Kraselov,Strakonice
683 04,Krásensko,Vyškov
796 01,Prostějov,Prostějov
563 01,Krasíkov,Ústí nad Orlicí
393 01,Krasíkovice,Pelhřimov
538 05,Seč,Chrudim
389 01,Krašlovice,Strakonice
739 04,Krásná,Frýdek-Místek
582 34,Krásná Hora,Havlíčkův Brod
358 01,Šindelová,Sokolov
407 46,Krásná Lípa,Děčín
294 25,Krásná Ves,Mladá Boleslav
592 03,Krásné,Žďár nad Sázavou
400 07,Ústí nad Labem,Ústí nad Labem
794 01,Krnov,Bruntál
725 26,Ostrava,Ostrava-město
349 01,Černošín,Tachov
364 01,Krásné Údolí,Karlovy Vary
594 44,Krásněves,Žďár nad Sázavou
535 01,Litošice,Pardubice
503 27,Praskačka,Hradec Králové
357 31,Krásno,Sokolov
439 72,Krásný Dvůr,Louny
464 01,Krásný Les,Liberec
403 37,Petrovice,Ústí nad Labem
588 64,Krasonice,Jihlava
679 06,Krasová,Blansko
794 01,Krasov,Bruntál
793 26,Krasov,Bruntál
330 13,Krašovice,Plzeň-sever
262 55,Krásná Hora nad Vltavou,Příbram
592 03,Sněžné,Žďár nad Sázavou
582 22,Krátká Ves,Havlíčkův Brod
664 91,Kratochvilka,Brno-venkov
503 24,Kratonohy,Hradec Králové
392 01,Krátošice,Tábor
471 03,Kravaře,Česká Lípa
671 51,Kravsko,Znojmo
288 02,Krchleby,Nymburk
789 01,Krchleby,Šumperk
345 61,Staňkov,Domažlice
517 41,Krchleby,Rychnov nad Kněžnou
549 01,Nové Město nad Metují,Náchod
779 00,Krčmaň,Olomouc
394 95,Křeč,Pelhřimov
290 01,Křečkov,Nymburk
331 41,Štichovice,Plzeň-sever
512 63,Žernov,Semily
387 16,Krejnice,Strakonice
386 01,Krejnice,Strakonice
766 01,Křekov,Zlín
391 43,Šebířov,Tábor
330 36,Křelovice,Plzeň-sever
394 45,Křelovice,Pelhřimov
789 85,Mohelnice,Šumperk
257 01,Chotýšany,Benešov
277 14,Křenek,Praha-východ
250 84,Křenice,Praha-východ
569 22,Křenov,Svitavy
541 01,Bernartice,Trutnov
259 01,Vojkov,Benešov
752 01,Křenovice,Přerov
398 43,Křenovice,Písek
683 52,Křenovice,Vyškov
345 61,Křenovy,Domažlice
264 01,Křepenice,Příbram
671 40,Křepice,Znojmo
389 01,Stožice,Strakonice
691 65,Křepice,Břeclav
384 73,Vimperk,Prachatice
285 47,Křesetice,Kutná Hora
411 48,Křešice,Litoměřice
262 23,Křešín,Příbram
410 02,Křesín,Litoměřice
394 24,Křešín,Pelhřimov
675 55,Krhov,Třebíč
679 01,Krhov,Blansko
756 63,Krhová,Vsetín
671 28,Krhovice,Znojmo
533 41,Křičeň,Pardubice
504 01,Smidary,Hradec Králové
391 65,Stádlec,Tábor
592 31,Křídla,Žďár nad Sázavou
671 28,Křídlůvky,Znojmo
322 00,Plzeň,Plzeň-město
550 01,Křinice,Náchod
348 15,Planá,Tachov
793 68,Křišťanovice,Bruntál
460 05,Liberec,Liberec
788 33,Malá Morava,Šumperk
517 21,Týniště nad Orlicí,Rychnov nad Kněžnou
257 66,Křivsoudov,Benešov
398 43,Křižanov,Písek
685 01,Křižanovice,Vyškov
538 21,Křižanovice,Chrudim
682 01,Křižanovice u Vyškova,Vyškov
463 53,Křižany,Liberec
594 53,Křižínkov,Brno-venkov
351 34,Křižovatka,Cheb
592 62,Doubravník,Brno-venkov
739 24,Krmelín,Frýdek-Místek
257 44,Krňany,Benešov
675 41,Nové Syrovice,Třebíč
503 46,Třebechovice pod Orebem,Hradec Králové
294 31,Krnsko,Mladá Boleslav
675 71,Krokočín,Třebíč
270 54,Kroučová,Rakovník
539 43,Krouna,Chrudim
594 54,Křoví,Žďár nad Sázavou
330 36,Ostrov u Bezdružic,Plzeň-sever
679 74,Křtěnov,Blansko
349 01,Skapce,Tachov
679 05,Křtiny,Blansko
751 14,Křtomil,Přerov
392 01,Krtov,Tábor
270 33,Krty,Rakovník
386 01,Krty-Hradec,Strakonice
582 66,Krucemburk,Havlíčkův Brod
539 01,Krucemburk,Havlíčkův Brod
514 01,Kruh,Semily
518 01,Semechnice,Rychnov nad Kněžnou
798 03,Krumsín,Prostějov
394 70,Střítež,Pelhřimov
691 73,Krumvíř,Břeclav
270 09,Krupá,Rakovník
281 63,Krupá,Kolín
294 26,Velké Všelisy,Mladá Boleslav
270 53,Krušovice,Rakovník
341 42,Nalžovské Hory,Klatovy
747 86,Kružberk,Opava
280 02,Krychnov,Kolín
439 81,Kryry,Louny
460 01,Kryštofovo Údolí,Liberec
282 01,Kšely,Kolín
349 01,Kšice,Tachov
384 03,Ktiš,Prachatice
384 04,Ktiš,Prachatice
512 63,Ktová,Semily
267 41,Kublov,Beroun
385 01,Kubova Huť,Prachatice
671 76,Kubšice,Znojmo
398 34,Kučeř,Písek
682 01,Kučerov,Vyškov
252 26,Roblín,Praha-západ
669 02,Kuchařovice,Znojmo
334 01,Příchovice,Plzeň-jih
687 03,Kudlovice,Uherské Hradiště
742 45,Kujavy,Nový Jičín
568 02,Kukle,Svitavy
398 11,Tálín,Písek
503 21,Hradec Králové,Hradec Králové
503 11,Hradec Králové,Hradec Králové
592 03,Kuklík,Žďár nad Sázavou
544 43,Kuks,Trutnov
679 06,Kulířov,Blansko
503 15,Kunčice,Hradec Králové
543 71,Kunčice nad Labem,Trutnov
543 61,Kunčice nad Labem,Trutnov
739 13,Kunčice pod Ondřejníkem,Frýdek-Místek
718 00,Ostrava,Ostrava-město
569 24,Kunčina,Svitavy
679 71,Kunčina Ves,Blansko
348 06,Přimda,Tachov
514 01,Košťálov,Semily
391 81,Sviny,Tábor
594 51,Kundratice,Žďár nad Sázavou
378 33,Člunek,Jindřichův Hradec
330 35,Kunějovice,Plzeň-sever
582 91,Kunemil,Havlíčkův Brod
533 04,Kunětice,Pardubice
679 71,Kunice,Blansko
251 63,Kunice,Praha-východ
679 02,Kuničky,Blansko
742 53,Kunín,Nový Jičín
768 13,Kunkovice,Kroměříž
792 01,Nové Heřminovy,Bruntál
756 44,Kunovice,Vsetín
257 65,Kuňovice,Benešov
686 04,Kunovice,Uherské Hradiště
405 02,Kunratice,Děčín
464 01,Kunratice,Liberec
460 15,Liberec,Liberec
471 55,Kunratice u Cvikova,Česká Lípa
561 81,Kunvald,Ústí nad Orlicí
378 62,Kunžak,Jindřichův Hradec
378 53,Kunžak,Jindřichův Hradec
664 64,Kupařovice,Brno-venkov
693 01,Kurdějov,Břeclav
664 34,Kuřim,Brno-venkov
386 01,Kuřimany,Strakonice
594 56,Kuřimská Nová Ves,Brno-venkov
594 55,Kuřimská Nová Ves,Brno-venkov
675 75,Kuroslepy,Třebíč
768 52,Kurovice,Kroměříž
330 33,Město Touškov,Plzeň-sever
539 44,Perálec,Chrudim
273 75,Kutrovice,Kladno
696 73,Kuželov,Hodonín
687 24,Uherský Ostroh,Uherské Hradiště
267 63,Zaječov,Beroun
267 62,Zaječov,Beroun
580 01,Květinov,Havlíčkův Brod
768 21,Kvasice,Kroměříž
517 02,Kvasiny,Rychnov nad Kněžnou
386 01,Kváskovice,Strakonice
341 01,Kvášňovice,Klatovy
572 01,Květná,Svitavy
563 01,Luková,Ústí nad Orlicí
687 66,Strání,Uherské Hradiště
250 82,Květnice,Praha-východ
250 84,Květnice,Praha-východ
399 01,Květov,Písek
382 29,Polná na Šumavě,Český Krumlov
345 62,Kvíčovice,Plzeň-jih
384 93,Kvilda,Prachatice
273 75,Kvílice,Kladno
470 01,Kvítkov,Česká Lípa
765 02,Otrokovice,Zlín
373 84,Kvítkovice,České Budějovice
507 13,Kyje,Jičín
592 14,Kyjov,Žďár nad Sázavou
348 15,Zadní Chodov,Tachov
747 68,Kyjovice,Opava
671 61,Kyjovice,Znojmo
584 01,Kynice,Havlíčkův Brod
362 72,Kyselka,Karlovy Vary
768 11,Kyselovice,Kroměříž
273 51,Kyšice,Kladno
330 01,Kyšice,Plzeň-město
413 01,Kyškovice,Litoměřice
431 83,Výsluní,Chomutov
440 01,Slavětín,Louny
252 10,Kytín,Praha-západ
535 01,Řečany nad Labem,Pardubice
507 33,Jičíněves,Jičín
405 02,Labská Stráň,Děčín
281 26,Labské Chrčice,Pardubice
348 01,Staré Sedliště,Tachov
696 48,Labuty,Hodonín
679 71,Štěchov,Blansko
568 02,Svitavy,Svitavy
572 01,Korouhev,Svitavy
756 12,Lačnov,Vsetín
691 46,Ladná,Břeclav
417 25,Lahošť,Teplice
159 00,Praha,Hlavní město Praha
374 01,Mokrý Lom,České Budějovice
541 01,Lampertice,Trutnov
671 06,Lančov,Znojmo
561 01,Dolní Dobrouč,Ústí nad Orlicí
562 01,Dolní Dobrouč,Ústí nad Orlicí
583 01,Lány,Havlíčkův Brod
270 61,Lány,Kladno
271 01,Lány,Kladno
530 02,Lány u Dašic,Pardubice
691 51,Lanžhot,Břeclav
544 01,Lanžov,Trutnov
378 01,Lásenice,Jindřichův Hradec
270 21,Lašovice,Rakovník
591 01,Rousměrov,Žďár nad Sázavou
594 01,Lavičky,Žďár nad Sázavou
569 04,Lavičné,Svitavy
262 41,Láz,Příbram
675 41,Láz,Třebíč
388 01,Lažánky,Strakonice
257 86,Mezno,Benešov
679 22,Lažany,Blansko
388 01,Lažany,Strakonice
570 01,Morašice,Svitavy
430 01,Hrušovany,Chomutov
334 01,Přestavlky,Plzeň-jih
463 45,Lažany,Liberec
262 41,Příbram,Příbram
676 02,Moravské Budějovice,Třebíč
679 62,Lazinov,Blansko
384 32,Lažiště,Prachatice
533 41,Lázně Bohdaneč,Pardubice
354 91,Lázně Kynžvart,Cheb
463 62,Lázně Libverda,Liberec
250 89,Lázně Toušeň,Praha-východ
751 25,Lazníčky,Přerov
751 25,Lazníky,Přerov
267 24,Lážovice,Beroun
262 31,Lazsko,Příbram
756 44,Loučka,Vsetín
735 11,Orlová,Karviná
569 43,Městečko Trnávka,Svitavy
384 81,Lčovice,Prachatice
768 52,Lechotice,Kroměříž
671 63,Lechovice,Znojmo
273 05,Ledce,Kladno
257 22,Nespeky,Benešov
330 14,Ledce,Plzeň-sever
664 62,Ledce,Brno-venkov
294 47,Ledce,Mladá Boleslav
277 08,Ledčice,Mělník
285 06,Ledečko,Kutná Hora
373 11,Ledenice,České Budějovice
691 44,Lednice,Břeclav
417 72,Ledvice,Teplice
503 03,Lejšovka,Hradec Králové
373 48,Sedlec,České Budějovice
664 31,Lelekovice,Brno-venkov
333 01,Stod,Plzeň-jih
439 23,Lenešice,Louny
384 42,Lenora,Prachatice
407 78,Velký Šenov,Děčín
798 42,Lešany,Prostějov
262 31,Lešetice,Příbram
342 01,Mokrosuky,Klatovy
756 11,Leskovec,Vsetín
793 68,Leskovec nad Moravicí,Bruntál
394 14,Leskovice,Pelhřimov
582 82,Leškovice,Havlíčkův Brod
671 02,Lesná,Znojmo
395 01,Lesná,Pelhřimov
675 26,Lesná,Třebíč
435 45,Nová Ves v Horách,Most
789 01,Lesnice,Šumperk
664 83,Lesní Hluboké,Brno-venkov
675 73,Lesní Jakubov,Třebíč
672 01,Lesonice,Znojmo
507 43,Markvartice,Jičín
789 71,Leština,Šumperk
400 02,Malé Březno,Ústí nad Labem
582 86,Leština u Světlé,Havlíčkův Brod
539 73,Leštinka,Chrudim
675 51,Lesůňky,Třebíč
326 00,Letkov,Plzeň-město
199 00,Praha,Hlavní město Praha
683 35,Letonice,Vyškov
683 33,Nesovice,Vyškov
341 01,Nalžovské Hory,Klatovy
398 04,Lety,Písek
252 30,Lety,Praha-západ
252 29,Lety,Praha-západ
503 51,Olešnice,Hradec Králové
514 01,Levínská Olešnice,Semily
507 13,Radim,Jičín
675 75,Lhánice,Třebíč
384 02,Lhenice,Prachatice
763 02,Lhota,Zlín
277 14,Lhota,Praha-východ
751 31,Lhota,Přerov
592 45,Lísek,Žďár nad Sázavou
768 34,Pačlavice,Kroměříž
756 42,Valašské Meziříčí,Vsetín
373 12,Mladošovice,České Budějovice
373 65,Dynín,České Budějovice
394 70,Lhota-Vlasenice,Pelhřimov
271 01,Lhota,Kladno
273 01,Lhota,Kladno
552 03,Nahořany,Náchod
783 32,Náklo,Olomouc
270 07,Mutějovice,Rakovník
552 05,Lhota pod Hořičkami,Náchod
342 01,Nová Ves,Strakonice
337 01,Lhota pod Radčem,Rokycany
679 01,Lhota Rapotina,Blansko
390 02,Planá nad Lužnicí,Tábor
391 01,Planá nad Lužnicí,Tábor
391 02,Planá nad Lužnicí,Tábor
391 11,Planá nad Lužnicí,Tábor
798 45,Brodek u Konice,Prostějov
679 71,Lhota u Lysic,Blansko
679 74,Lhota u Olešnice,Blansko
261 01,Lhota u Příbramě,Příbram
755 01,Lhota u Vsetína,Vsetín
675 31,Lhotice,Třebíč
588 56,Lhotka,Jihlava
267 23,Lhotka,Beroun
751 24,Lhotka,Přerov
263 01,Obořiště,Příbram
338 08,Ostrovec-Lhotka,Rokycany
739 47,Lhotka,Frýdek-Místek
331 52,Nekmíř,Plzeň-sever
594 01,Ruda,Žďár nad Sázavou
591 01,Lhotka,Žďár nad Sázavou
468 47,Zlatá Olešnice,Jablonec nad Nisou
410 02,Lhotka nad Labem,Litoměřice
266 01,Chyňava,Beroun
747 55,Lhotka u Litultovic,Opava
679 05,Hostěnice,Brno-venkov
281 63,Malotice,Kolín
294 06,Lhotky,Mladá Boleslav
763 12,Lhotsko,Zlín
539 01,Vortová,Chrudim
517 41,Lhoty u Potštejna,Rychnov nad Kněžnou
332 01,Lhůta,Plzeň-město
351 31,Libá,Cheb
357 51,Libavské Údolí,Sokolov
503 22,Libčany,Hradec Králové
439 26,Libčeves,Louny
549 01,Libchyně,Náchod
252 66,Libčice nad Vltavou,Praha-západ
390 02,Libějice,Tábor
387 72,Libějovice,Strakonice
517 41,Libel,Rychnov nad Kněžnou
252 41,Libeř,Praha-západ
180 00,Praha,Hlavní město Praha
280 02,Libenice,Kolín
468 22,Líšný,Jablonec nad Nisou
254 01,Libeř,Praha-západ
460 06,Liberec,Liberec
463 11,Liberec,Liberec
517 12,Liberk,Rychnov nad Kněžnou
434 01,Želenice,Most
439 63,Liběšice,Louny
411 46,Liběšice,Litoměřice
438 01,Blšany,Louny
342 01,Hlavňovice,Klatovy
386 01,Libětice,Strakonice
257 26,Libež,Benešov
250 65,Líbeznice,Praha-východ
742 57,Libhošť,Nový Jičín
289 07,Libice nad Cidlinou,Nymburk
582 77,Libice nad Doubravou,Havlíčkův Brod
294 42,Dobrovice,Mladá Boleslav
373 73,Libín,České Budějovice
507 81,Šárovcova Lhota,Jičín
277 11,Libiš,Mělník
533 45,Libišany,Pardubice
538 25,Libkov,Chrudim
345 06,Libkov,Domažlice
394 62,Libkova Voda,Pelhřimov
435 32,Mariánské Radčice,Most
413 01,Libkovice pod Řípem,Litoměřice
277 32,Liblice,Mělník
331 41,Liblín,Rokycany
542 32,Libňatov,Trutnov
542 36,Libňatov,Trutnov
373 67,Libníč,České Budějovice
439 75,Libočany,Louny
161 00,Praha,Hlavní město Praha
411 03,Libochovany,Litoměřice
411 17,Libochovice,Litoměřice
273 42,Libochovičky,Kladno
280 02,Libodřice,Kolín
538 21,Liboměřice,Chrudim
267 23,Libomyšl,Beroun
403 38,Telnice,Ústí nad Labem
379 01,Stříbřec,Jindřichův Hradec
438 01,Libořice,Louny
783 13,Liboš,Olomouc
507 44,Libošovice,Jičín
768 61,Loukov,Kroměříž
412 01,Libotenice,Litoměřice
544 01,Libotov,Trutnov
403 35,Libouchec,Ústí nad Labem
273 79,Libovice,Kladno
503 46,Librantice,Hradec Králové
503 44,Libřice,Hradec Králové
512 03,Libštát,Semily
507 15,Libuň,Jičín
273 06,Libušín,Kladno
561 68,Lichkov,Ústí nad Orlicí
742 75,Lichnov,Nový Jičín
793 15,Lichnov,Bruntál
252 64,Lichoceves,Praha-západ
262 56,Dublovice,Příbram
538 23,Licibořice,Chrudim
517 35,Lično,Rychnov nad Kněžnou
538 03,Načešice,Chrudim
538 43,Lipovec,Chrudim
756 12,Lidečko,Vsetín
431 02,Málkov,Chomutov
696 61,Vnorovy,Hodonín
380 01,Peč,Jindřichův Hradec
273 54,Lidice,Kladno
389 01,Skočice,Strakonice
261 01,Suchodol,Příbram
282 01,Tismice,Kolín
471 58,Cvikov,Česká Lípa
330 21,Líně,Plzeň-sever
571 01,Linhartice,Svitavy
294 25,Bukovno,Mladá Boleslav
330 35,Úněšov,Plzeň-sever
363 01,Merklín,Karlovy Vary
763 11,Lípa,Zlín
582 57,Lípa,Havlíčkův Brod
281 26,Lipec,Kolín
155 31,Praha,Hlavní město Praha
252 28,Praha,Hlavní město Praha
440 01,Lipno,Louny
747 84,Štáblovice,Opava
785 01,Lipina,Olomouc
766 01,Valašské Klobouky,Zlín
783 83,Lipinka,Olomouc
257 26,Radošovice,Benešov
257 06,Veliš,Benešov
352 01,Hazlov,Cheb
582 32,Lipnice nad Sázavou,Havlíčkův Brod
675 52,Lipník,Třebíč
294 43,Lipník,Mladá Boleslav
751 31,Lipník nad Bečvou,Přerov
382 78,Lipno nad Vltavou,Český Krumlov
533 64,Lipoltice,Pardubice
350 02,Tuřany,Cheb
696 72,Lipov,Hodonín
763 21,Lipová,Zlín
751 14,Lipová,Přerov
407 81,Lipová,Děčín
679 15,Lipovec,Blansko
378 21,Deštná,Jindřichův Hradec
756 31,Liptál,Vsetín
679 22,Lipůvka,Blansko
783 42,Slatinice,Olomouc
440 01,Lišany,Louny
270 52,Lišany,Rakovník
269 01,Lišany,Rakovník
407 47,Lipová,Děčín
345 25,Rybník,Domažlice
284 01,Svatý Mikuláš,Kutná Hora
503 51,Lišice,Hradec Králové
333 01,Líšina,Plzeň-jih
344 01,Nemanice,Domažlice
508 01,Lískovice,Jičín
273 76,Líský,Kladno
338 08,Líšná,Rokycany
592 03,Líšná,Žďár nad Sázavou
751 15,Líšná,Přerov
399 01,Sepekov,Písek
789 85,Líšnice,Šumperk
252 03,Líšnice,Praha-západ
564 01,Líšnice,Ústí nad Orlicí
561 84,Líšnice,Ústí nad Orlicí
252 10,Líšnice,Praha-západ
333 01,Lisov,Plzeň-jih
440 01,Líšťany,Louny
331 52,Líté,Plzeň-sever
768 13,Litenčice,Kroměříž
544 01,Litíč,Trutnov
321 00,Plzeň,Plzeň-město
257 26,Litichovice,Benešov
552 05,Litoboř,Náchod
671 78,Litobratřice,Znojmo
387 01,Litochovice,Strakonice
411 33,Prackovice nad Labem,Litoměřice
337 01,Litohlavy,Rokycany
675 44,Litohoř,Třebíč
395 01,Litohošť,Pelhřimov
412 01,Litoměřice,Litoměřice
569 67,Litomyšl,Svitavy
664 83,Litostrov,Brno-venkov
675 57,Litovany,Třebíč
747 55,Litultovice,Opava
370 01,Litvínovice,České Budějovice
411 15,Lkáň,Litoměřice
387 42,Lnáře,Strakonice
388 01,Kadov,Strakonice
277 36,Lobeč,Mělník
407 84,Lobendava,Děčín
373 22,Ločenice,České Budějovice
503 02,Lochenice,Hradec Králové
330 23,Lochousice,Plzeň-sever
267 23,Lochovice,Beroun
270 64,Mšecké Žehrovice,Rakovník
671 75,Loděnice,Brno-venkov
378 26,Lodhéřov,Jindřichův Hradec
390 02,Lom,Tábor
388 01,Lom,Strakonice
435 11,Lom,Most
339 01,Lomec,Klatovy
374 01,Strážkovice,České Budějovice
356 01,Lomnice,Sokolov
793 02,Lomnice,Bruntál
379 01,Lomnice nad Lužnicí,Jindřichův Hradec
378 16,Lomnice nad Lužnicí,Jindřichův Hradec
351 34,Plesná,Cheb
666 01,Lomnička,Brno-venkov
347 01,Lom u Tachova,Tachov
675 31,Lomy,Třebíč
378 53,Člunek,Jindřichův Hradec
517 03,Osečnice,Rychnov nad Kněžnou
687 74,Lopeník,Uherské Hradiště
687 67,Lopeník,Uherské Hradiště
280 02,Lošany,Kolín
332 04,Losiná,Plzeň-město
285 22,Petrovice II,Kutná Hora
789 83,Loštice,Šumperk
273 79,Slaný,Kladno
783 44,Loučany,Olomouc
289 37,Loučeň,Nymburk
345 06,Loučim,Domažlice
273 24,Loucká,Kladno
783 22,Loučka,Olomouc
763 25,Loučka,Zlín
793 16,Zátor,Bruntál
511 01,Loučky,Semily
588 33,Vílanec,Jihlava
538 21,Lukavice,Chrudim
742 36,Odry,Nový Jičín
565 01,Svatý Jiří,Ústí nad Orlicí
382 76,Loučovice,Český Krumlov
382 73,Loučovice,Český Krumlov
696 76,Louka,Hodonín
353 01,Nová Ves,Sokolov
679 74,Louka,Blansko
593 01,Louka,Blansko
435 33,Louka u Litvínova,Most
768 75,Loukov,Kroměříž
294 11,Loukov,Mladá Boleslav
675 22,Loukovice,Třebíč
267 01,Tmaň,Beroun
413 01,Chodouny,Litoměřice
336 01,Louňová,Plzeň-jih
251 62,Louňovice,Praha-východ
252 08,Rabyně,Benešov
341 01,Myslív,Klatovy
468 22,Loužnice,Jablonec nad Nisou
696 39,Lovčice,Hodonín
503 61,Lovčice,Hradec Králové
286 01,Bílé Podolí,Kutná Hora
683 54,Lovčičky,Vyškov
675 31,Lovčovice,Třebíč
594 54,Batelov,Jihlava
410 02,Lovosice,Litoměřice
331 52,Loza,Plzeň-sever
538 54,Lozice,Chrudim
257 22,Lštění,Benešov
679 21,Lubě,Blansko
439 83,Lubenec,Louny
783 46,Luběnice,Olomouc
569 63,Lubná,Svitavy
767 01,Lubná,Kroměříž
270 36,Lubná,Rakovník
594 51,Lubné,Brno-venkov
671 07,Lubnice,Znojmo
563 01,Lubník,Ústí nad Orlicí
742 92,Bílovec,Nový Jičín
753 62,Luboměř pod Strážnou,Přerov
351 37,Luby,Cheb
468 71,Lučany nad Nisou,Jablonec nad Nisou
582 35,Lučice,Havlíčkův Brod
739 39,Lučina,Frýdek-Místek
747 14,Ludgeřovice,Opava
680 01,Ludíkov,Blansko
763 41,Ludkovice,Zlín
768 52,Ludslavice,Kroměříž
793 26,Ludvíkov,Bruntál
407 13,Ludvíkovice,Děčín
472 01,Luka,Česká Lípa
588 22,Luka nad Jihlavou,Jihlava
466 05,Jablonec nad Nisou,Jablonec nad Nisou
394 26,Lukavec,Pelhřimov
410 02,Lukavec,Litoměřice
789 01,Lukavice,Šumperk
561 51,Lukavice,Ústí nad Orlicí
516 03,Lukavice,Rychnov nad Kněžnou
517 03,Lukavice,Rychnov nad Kněžnou
273 73,Vraný,Kladno
669 02,Lukov,Znojmo
418 04,Lukov,Teplice
763 17,Lukov,Zlín
676 02,Lukov,Třebíč
561 23,Luková,Ústí nad Orlicí
503 51,Nepolisy,Hradec Králové
664 84,Lukovany,Brno-venkov
763 16,Lukoveček,Zlín
768 41,Lukoveček,Zlín
683 03,Luleč,Vyškov
273 21,Žižice,Kladno
789 01,Nemile,Šumperk
517 41,Lupenice,Rychnov nad Kněžnou
294 42,Luštěnice,Mladá Boleslav
783 49,Lutín,Olomouc
763 12,Lutonina,Zlín
763 13,Lutonina,Zlín
767 01,Lutopecny,Kroměříž
735 14,Orlová,Karviná
507 06,Lužany,Jičín
503 05,Lužany,Hradec Králové
334 54,Lužany,Plzeň-jih
267 16,Lužce,Beroun
441 01,Vroutek,Louny
503 62,Lužec nad Cidlinou,Hradec Králové
344 01,Luženičky,Domažlice
384 11,Lužice,Prachatice
435 24,Lužice,Most
785 01,Lužice,Olomouc
696 18,Lužice,Hodonín
756 11,Lužná,Vsetín
269 01,Lužná,Rakovník
382 11,Větřní,Český Krumlov
270 51,Lužná,Rakovník
379 01,Lužnice,Jindřichův Hradec
679 71,Lysice,Blansko
679 01,Lysice,Blansko
165 00,Praha,Hlavní město Praha
682 01,Lysovice,Vyškov
392 01,Dírná,Tábor
281 26,Týnec nad Labem,Kolín
549 63,Machov,Náchod
763 01,Machová,Zlín
388 01,Mačkov,Strakonice
671 78,Mackovice,Znojmo
582 22,Žižkovo Pole,Havlíčkův Brod
384 11,Mahouš,Prachatice
378 03,Majdalena,Jindřichův Hradec
751 03,Majetín,Olomouc
339 01,Ostřetice,Klatovy
387 16,Pracejovice,Strakonice
285 06,Zbizuby,Kutná Hora
273 54,Makotřasy,Kladno
570 01,Makov,Svitavy
679 72,Makov,Blansko
756 27,Malá Bystřice,Vsetín
517 25,Čermná nad Orlicí,Rychnov nad Kněžnou
395 01,Salačova Lhota,Pelhřimov
262 03,Malá Hraštice,Příbram
262 03,Bojanovice,Praha-západ
262 05,Bojanovice,Praha-západ
679 21,Malá Lhota,Blansko
757 01,Velká Lhota,Vsetín
592 11,Malá Losenice,Žďár nad Sázavou
378 42,Žďár,Jindřichův Hradec
679 63,Malá Roudka,Blansko
350 02,Milíkov,Cheb
562 01,Velká Skrovnice,Ústí nad Orlicí
795 01,Malá Štáhle,Bruntál
289 03,Chotěšice,Nymburk
339 01,Vrhaveč,Klatovy
267 62,Malá Víska,Beroun
696 73,Malá Vrbka,Hodonín
